Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
18/01/2024,33.8(0.45 %),"-447,500",-15.2,"163,500",5.54,"611,000",20.74,"853,540,994",43.2%
17/01/2024,33.65(0.45 %),"444,300",15.07,"770,200",26.16,"325,900",11.08,"854,213,600",43.1%
16/01/2024,33.5(1.52 %),"-2,024,000",-66.58,"117,900",3.89,"2,141,900",70.47,"854,380,300",43.08%
15/01/2024,33(-2.51 %),"-524,700",-17.7,"78,900",2.66,"603,600",20.36,"853,656,256",43.13%
12/01/2024,33.85(-0.15 %),"285,000",9.72,"1,126,900",38.09,"841,900",28.37,"850,989,094",43.37%
11/01/2024,33.9(0.59 %),"-1,258,000",-42.73,"1,067,900",36.16,"2,325,900",78.89,"852,120,448",43.23%
10/01/2024,33.7(-0.88 %),"-162,500",-5.44,"253,100",8.54,"415,600",13.98,"852,962,368",43.18%
09/01/2024,34(-0.29 %),"383,600",13.08,"551,500",18.82,"167,900",5.74,"852,871,936",43.18%
08/01/2024,34.1(-0.15 %),"52,800",1.84,"396,200",13.57,"343,400",11.73,"850,555,564",43.4%
05/01/2024,34.15(1.64 %),"324,100",11.08,"693,700",23.56,"369,600",12.48,"850,608,364",43.39%
04/01/2024,33.6(1.97 %),"1,736,600",58.6,"1,944,400",65.59,"207,800",6.99,"850,932,464",43.37%
03/01/2024,32.95(1.38 %),"-850,300",-27.61,"412,000",13.55,"1,262,300",41.16,"852,669,064",43.26%
02/01/2024,32.5(-0.91 %),"-2,716,500",-89.03,"318,300",10.44,"3,034,800",99.47,"851,739,100",43.26%
29/12/2023,32.8(-0.61 %),"-249,200",-8.2,"97,400",3.21,"346,600",11.41,"850,429,924",43.41%
28/12/2023,33(0.61 %),"119,700",3.97,"341,400",11.24,"221,700",7.27,"850,180,724",43.42%
27/12/2023,32.8(0.15 %),"96,700",3.18,"367,100",12.08,"270,400",8.9,"850,300,424",43.41%
26/12/2023,32.75(0.61 %),"-1,739,900",-56.89,"274,200",8.96,"2,014,100",65.85,"850,397,124",43.41%
25/12/2023,32.55(0.62 %),"-448,600",-14.55,"118,500",3.84,"567,100",18.39,"848,657,224",43.52%
22/12/2023,32.35(0.47 %),"-1,315,300",-42.9,"404,900",13.19,"1,720,200",56.08,"848,208,624",43.55%
21/12/2023,32.2(-0.31 %),"-461,800",-14.86,"329,900",10.62,"791,700",25.48,"846,893,324",43.64%
