Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
04/01/2023,19(0.53 %),"579,554",11.01,"1,360,400",25.85,"780,846",14.84,"875,220,113",41.3%
03/01/2023,18.9(6.78 %),"568,180",10.74,"1,211,180",22.89,"643,000",12.15,"874,362,463",41.42%
30/12/2022,17.7(0.57 %),"425,300",7.53,"772,800",13.68,"347,500",6.15,"875,573,643",41.28%
29/12/2022,17.6(-3.30 %),"-362,381",-6.38,"1,472,169",25.91,"1,834,550",32.29,"874,562,098",41.35%
28/12/2022,18.15(-0.27 %),"-1,179,747",-21.41,"604,598",10.97,"1,784,345",32.39,"873,220,718",0%
27/12/2022,18.2(6.43 %),"2,064,966",37.58,"3,009,500",54.77,"944,534",17.19,"872,040,971",41.57%
26/12/2022,17.05(-6.83 %),"535,347",9.13,"1,771,030",30.2,"1,235,683",21.07,"874,105,937",41.44%
23/12/2022,18.3(-4.19 %),"-21,289",-0.39,"698,000",12.77,"719,289",13.16,"874,641,284",0%
22/12/2022,19.1(-1.04 %),"1,298,050",24.79,"1,780,250",34,"482,200",9.21,"874,619,995",41.4%
21/12/2022,19.3(-2.53 %),"72,350",1.4,"1,473,600",28.44,"1,401,250",27.04,"875,918,045",41.31%
20/12/2022,19.8(-3.41 %),"424,549",8.41,"3,567,100",70.63,"3,142,551",62.22,"875,990,395",41.31%
19/12/2022,20.5(0.00 %),"-2,073,560",-42.51,"965,740",19.8,"3,039,300",62.31,"876,414,944",41.28%
16/12/2022,20.5(0.99 %),"4,592,800",94.15,"7,332,100",150.31,"2,739,300",56.16,"874,341,384",0%
15/12/2022,20.25(0.75 %),"1,155,056",23.39,"2,538,656",51.41,"1,383,600",28.02,"878,934,184",0%
14/12/2022,20.1(-1.47 %),"-1,494,316",-30.04,"3,116,900",62.65,"4,611,216",92.69,"880,089,240",41.03%
13/12/2022,20.4(6.25 %),"3,274,679",66.8,"5,471,346",111.62,"2,196,667",44.81,"878,594,924",0%
12/12/2022,19.15(-5.67 %),"830,988",15.91,"2,318,980",44.41,"1,487,992",28.5,"881,869,603",40.91%
09/12/2022,20.25(-1.70 %),"1,522,904",30.84,"2,426,400",49.13,"903,496",18.3,"885,895,698",40.59%
08/12/2022,20.55(6.48 %),"1,785,709",36.7,"2,072,800",42.6,"287,091",5.9,"887,695,935",40.47%
07/12/2022,19.25(-1.79 %),"2,306,837",44.41,"2,831,000",54.5,"524,163",10.09,"886,009,204",0%
