Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
12/03/2021,105.9,94.15,0(0.00 %),"1,122,300",118.69,0,0,105.9,106.5,105
11/03/2021,105.9,94.15,-0.1(-0.09 %),"1,108,700",118.37,0,0,106,108,105.6
10/03/2021,106,94.23,1.7(1.63 %),"576,300",60.43,0,0,104.5,106,102.1
09/03/2021,104.3,92.72,-1.7(-1.60 %),"1,587,600",165.2,"100,000",10.41,105,106.3,100
08/03/2021,106,94.23,-0.3(-0.28 %),"1,390,100",147,0,0,106.5,107,105
05/03/2021,106.3,94.5,-0.6(-0.56 %),"1,294,800",138.16,0,0,106.9,107.5,105.8
04/03/2021,106.9,95.03,0(0.00 %),"1,671,400",179.46,0,0,107.6,107.9,106.6
03/03/2021,106.9,95.03,-1.3(-1.20 %),"1,075,300",115.08,0,0,106.6,108.2,106.5
02/03/2021,108.2,96.19,-0.3(-0.28 %),"926,300",99.58,"50,800",5.51,108.5,109.1,106.2
01/03/2021,108.5,96.46,-0.5(-0.46 %),"777,700",84.43,0,0,109.9,109.9,107.7
26/02/2021,109,96.9,0.1(0.09 %),"926,800",99.29,0,0,106.2,109.9,106.2
25/02/2021,108.9,96.81,0.7(0.65 %),"1,013,500",110.21,"23,416",2.53,109.5,109.9,106.1
24/02/2021,108.2,96.19,-1.8(-1.64 %),"950,100",103,0,0,111.4,111.4,106
23/02/2021,110,97.79,0.3(0.27 %),"1,393,900",151.99,0,0,108.2,111.7,107.5
22/02/2021,109.7,97.52,0.7(0.64 %),"1,481,000",162.66,0,0,109.2,110.7,106
19/02/2021,109,96.9,-1(-0.91 %),"1,433,200",155.6,0,0,107.6,109.5,107
18/02/2021,110,97.79,2(1.85 %),"1,434,400",154.19,"20,060",2.14,107.5,110,106.1
17/02/2021,108,96.01,1.8(1.69 %),"1,253,600",134.3,0,0,106.3,108,106.2
09/02/2021,106.2,94.41,5.2(5.15 %),"1,758,000",182.85,0,0,106.2,106.5,101.5
08/02/2021,101,89.79,-6.5(-6.05 %),"3,422,500",352.7,0,0,101,107.8,101
