Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
12/05/2021,129.8,115.39,-1.2(-0.92 %),"1,390,400",179.54,"50,000",6.55,130,132,128
11/05/2021,131,116.46,-1.5(-1.13 %),"1,164,200",153.97,0,0,132.5,133.4,130.5
10/05/2021,132.5,117.79,0.5(0.38 %),"1,099,300",143.95,0,0,132,132.5,129.1
07/05/2021,132,117.35,-0.5(-0.38 %),"1,769,100",230.85,0,0,132,132,128.5
06/05/2021,132.5,117.79,-1.2(-0.90 %),"1,064,200",141.54,0,0,133.7,134,131
05/05/2021,133.7,118.86,0.1(0.07 %),"1,268,600",170.78,0,0,133.6,135.8,133.6
04/05/2021,133.6,118.77,2.6(1.98 %),"1,732,600",225.52,0,0,130.6,134.9,126.9
29/04/2021,131,116.46,-0.5(-0.38 %),"2,181,100",286.74,0,0,131.5,133,130.7
28/04/2021,131.5,116.9,-0.6(-0.45 %),"1,613,300",212.38,"38,000",4.98,132.1,133.2,129.8
27/04/2021,132.1,117.44,0.6(0.46 %),"1,631,700",215.4,"1,000,000",127,131.5,133,131.5
26/04/2021,131.5,116.9,-6.8(-4.92 %),"2,434,500",328.31,"149,429",20.17,139,139.5,131
23/04/2021,138.3,122.95,-0.5(-0.36 %),"4,410,000",602.46,"200,000",27.26,138.8,139.5,133
22/04/2021,138.8,123.39,-4.3(-3.00 %),"3,319,500",466.8,0,0,142,142.9,137.5
20/04/2021,143.1,127.22,-0.9(-0.62 %),"3,108,200",448.47,0,0,144,145.9,143
19/04/2021,144,128.02,1(0.70 %),"2,820,300",403.67,"61,100",8.54,142.1,144.2,141.1
16/04/2021,143,127.13,2.1(1.49 %),"2,988,000",424.6,"72,400",10.3,140.9,144.1,140
15/04/2021,140.9,125.26,0.9(0.64 %),"3,419,000",487.83,"200,000",28.46,139.9,145,139.9
14/04/2021,140,124.46,-0.7(-0.50 %),"4,102,600",574.86,0,0,140,141.8,138.1
13/04/2021,140.7,125.08,8.7(6.59 %),"5,053,200",710.53,"3,527,360",481.74,139,141.2,136
12/04/2021,132,117.35,7.1(5.68 %),"3,481,900",448.27,"1,000,000",126.05,124.9,132.8,123.4
