Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
24/01/2024,43.15,,0.05(0.12 %),"1,693,500",72.91,"1,380,000",59.5,43.2,43.25,42.9
23/01/2024,43.1,,-0.2(-0.46 %),"2,211,000",95.2,"72,000",3.11,43.4,43.4,42.9
22/01/2024,43.3,,0(0.00 %),"1,691,900",73.24,"63,000",2.75,43.5,43.5,43.15
19/01/2024,43.3,,-0.05(-0.12 %),"2,905,400",125.77,"72,000",3.22,43.35,43.45,43.15
18/01/2024,43.35,,0.15(0.35 %),"1,725,100",74.6,"43,000",1.86,43,43.5,43
17/01/2024,43.2,,0.05(0.12 %),"1,878,300",81.15,"72,000",2.98,43.15,43.45,42.95
16/01/2024,43.15,,0.1(0.23 %),"1,436,500",61.76,"43,000",1.88,43,43.25,42.85
15/01/2024,43.05,,0.05(0.12 %),"1,456,300",62.92,"72,000",3.07,43.5,43.5,43.05
12/01/2024,43,,-0.65(-1.49 %),"2,966,600",127.67,"43,000",1.8,43.5,43.5,42.7
11/01/2024,43.65,,0.05(0.11 %),"1,666,100",72.92,"92,000",4.15,43.6,44,43.4
10/01/2024,43.6,,-0.3(-0.68 %),"2,675,700",116.79,"43,000",1.88,43.9,44.05,43.2
09/01/2024,43.9,,-0.45(-1.01 %),"1,604,800",70.73,"112,000",4.77,44.3,44.4,43.9
08/01/2024,44.35,,0.25(0.57 %),"2,534,400",112.6,"43,000",1.8,44.45,44.75,44.1
05/01/2024,44.1,,-0.05(-0.11 %),"1,481,600",65.23,"72,000",3.07,44.15,44.2,43.9
04/01/2024,44.15,,0(0.00 %),"2,337,800",103.19,"43,000",1.9,44.15,44.4,43.8
03/01/2024,44.15,,0.15(0.34 %),"2,275,100",99.49,"72,000",3.1,43.5,44.15,43.5
02/01/2024,44,,-0.6(-1.35 %),"2,281,300",101.17,"43,000",1.97,44.95,44.95,44
29/12/2023,44.6,,0.15(0.34 %),"2,168,900",96.79,"305,400",14.27,44.65,44.85,44.45
28/12/2023,44.45,,0.85(1.95 %),"4,070,700",180.42,"269,000",11.86,43.6,44.6,43.6
27/12/2023,43.6,,0.05(0.11 %),"1,848,500",80.88,"72,000",3.23,43.65,43.95,43.6
