Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
21/03/2022,28.3 ( 2.54 %),"1,391","6,580,300","4,730.63","2,677","7,036,800","2,629","-456,500"
18/03/2022,27.6 ( 0.36 %),"1,542","5,326,100","3,454.02","2,320","5,609,700","2,418","-283,600"
17/03/2022,27.5 ( 1.1 %),"2,347","8,867,400","3,778.18","2,880","7,029,900","2,441","1,837,500"
16/03/2022,27.15 ( -0.18 %),"3,825","7,124,400","1,862.59","1,834","12,788,400","6,973","-5,664,000"
15/03/2022,27.2 ( 0.37 %),"1,971","4,388,800","2,226.69","1,774","4,667,300","2,631","-278,500"
14/03/2022,27.1 ( -0.73 %),0,0,0,0,0,0,0
11/03/2022,27.3 ( 1.11 %),"2,450","5,950,700","2,428.86","2,312","5,358,100","2,318","592,600"
10/03/2022,26.95 ( -0.19 %),"3,749","6,835,100","1,823.18","2,528","7,640,000","3,022","-804,900"
09/03/2022,27 ( -1.46 %),"3,924","6,878,200","1,752.85","2,277","7,383,100","3,242","-504,900"
08/03/2022,27.35 ( -0.18 %),"3,441","8,352,700","2,427.4","2,174","8,934,200","4,110","-581,500"
07/03/2022,27.4 ( -2.14 %),"7,404","13,401,200","1,809.99","2,282","9,887,000","4,333","3,514,200"
04/03/2022,28 ( -1.06 %),"3,797","6,461,100","1,701.63","2,257","7,099,200","3,145","-638,100"
03/03/2022,28.25 ( 3.1 %),"4,278","9,982,700","2,333.5","2,625","7,009,400","2,670","2,973,300"
02/03/2022,27.35 ( -4.37 %),"9,328","18,748,200","2,009.88","4,177","20,923,100","5,009","-2,174,900"
01/03/2022,28.55 ( -0.87 %),"5,869","12,946,700","2,205.95","2,624","10,833,000","4,128","2,113,700"
28/02/2022,28.8 ( -1.71 %),"3,911","12,155,600","3,108.05","1,810","8,514,800","4,704","3,640,800"
25/02/2022,29.25 ( 1.56 %),"2,780","7,366,800","2,649.93","3,043","8,117,900","2,668","-751,100"
24/02/2022,28.8 ( -3.03 %),"10,465","27,182,500","2,597.47","6,340","25,354,400","3,999","1,828,100"
23/02/2022,29.65 ( 0.17 %),"2,530","8,320,200","3,288.62","3,051","9,400,900","3,081","-1,080,700"
22/02/2022,29.55 ( -0.17 %),"3,675","9,808,300","2,668.93","2,029","8,831,500","4,353","976,800"
