Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
12/12/2024,23.9 ( 1.27 %),"2,189","17,015,400","7,773.14","2,492","17,685,100","7,097","-669,700"
11/12/2024,23.6 ( 1.16 %),"3,197","18,446,300","5,769.88","3,196","23,745,300","7,430","-5,299,000"
10/12/2024,28 ( 3.7 %),"2,586","27,057,900","10,463.23","3,926","31,224,500","7,953","-4,166,600"
09/12/2024,27 ( 0.56 %),"2,046","13,358,000","6,528.84","2,158","17,988,800","8,336","-4,630,800"
06/12/2024,26.85 ( 0.56 %),"2,776","11,355,600","4,090.63","2,269","16,128,000","7,108","-4,772,400"
05/12/2024,26.7 ( 3.09 %),"2,327","14,052,000","6,038.68","2,437","16,815,900","6,900","-2,763,900"
04/12/2024,25.9 ( -0.58 %),"1,516","9,493,900","6,262.47","1,412","13,971,300","9,895","-4,477,400"
03/12/2024,26.05 ( 2.56 %),"2,012","15,837,900","7,871.72","2,487","21,532,400","8,658","-5,694,500"
02/12/2024,25.4 ( 0.2 %),"1,183","7,324,100","6,191.12",955,"10,244,900","10,728","-2,920,800"
29/11/2024,25.35 ( 0.2 %),"1,484","9,701,300","6,537.26","1,225","13,498,700","11,019","-3,797,400"
28/11/2024,25.3 ( 0.6 %),"1,928","11,934,900","6,190.3","1,973","13,530,200","6,858","-1,595,300"
27/11/2024,25.15 ( 0.4 %),"2,453","10,389,600","4,235.47","1,311","14,021,800","10,695","-3,632,200"
26/11/2024,25.05 ( 1.42 %),"2,047","13,076,900","6,388.32","1,471","11,144,300","7,576","1,932,600"
25/11/2024,24.7 ( 0 %),"1,634","11,458,400","7,012.48",937,"10,599,700","11,312","858,700"
22/11/2024,24.7 ( -0.4 %),"2,247","12,131,800","5,399.11","1,496","11,933,900","7,977","197,900"
21/11/2024,24.8 ( 0.61 %),"2,496","13,912,200","5,573.8","1,237","10,597,400","8,567","3,314,800"
20/11/2024,24.65 ( 0 %),"2,667","16,087,300","6,031.98","2,050","13,621,300","6,645","2,466,000"
19/11/2024,24.65 ( 0.41 %),"1,899","15,073,600","7,937.65","1,957","10,611,500","5,422","4,462,100"
18/11/2024,24.55 ( -0.61 %),"2,617","20,486,800","7,828.35","1,874","12,011,800","6,410","8,475,000"
14/11/2024,0 ( 0 %),"2,434","10,985,700","4,513.43",887,"9,846,000","11,100","1,139,700"
