Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
08/05/2023,31.55 ( 0.32 %),325,"763,300","2,348.62",173,"827,200","4,782","-63,900"
05/05/2023,31.45 ( 0 %),237,"610,600","2,576.37",165,"777,000","4,709","-166,400"
04/05/2023,31.45 ( -1.56 %),290,"719,700","2,481.72",316,"909,300","2,878","-189,600"
28/04/2023,31.95 ( 4.41 %),0,0,0,0,0,0,0
27/04/2023,30.6 ( 0.66 %),364,"947,500","2,603.02",178,"950,400","5,339","-2,900"
26/04/2023,30.4 ( -1.62 %),0,0,0,0,0,0,0
25/04/2023,30.85 ( -0.8 %),264,"724,400","2,743.94",212,"1,468,800","6,928","-744,400"
24/04/2023,31.1 ( 0 %),324,"878,400","2,711.11",187,"923,500","4,939","-45,100"
21/04/2023,31.1 ( -0.32 %),350,"873,000","2,494.29",224,"1,039,500","4,641","-166,500"
20/04/2023,31.2 ( 0 %),297,"782,400","2,634.34",202,"1,002,800","4,964","-220,400"
19/04/2023,31.15 ( -0.48 %),0,0,0,0,0,0,0
18/04/2023,31.25 ( -0.48 %),327,"911,200","2,786.54",183,"1,120,800","6,125","-209,600"
17/04/2023,31.35 ( 0.16 %),306,"824,800","2,695.42",159,"926,900","5,830","-102,100"
14/04/2023,31.3 ( -0.32 %),380,"945,500","2,488.16",175,"1,066,600","6,095","-121,100"
13/04/2023,31.35 ( -0.16 %),372,"944,900","2,540.05",181,"1,088,400","6,013","-143,500"
12/04/2023,31.35 ( -0.16 %),380,"988,200","2,600.53",178,"1,049,900","5,898","-61,700"
11/04/2023,31.35 ( 0.16 %),397,"915,800","2,306.8",204,"949,400","4,654","-33,600"
10/04/2023,31.3 ( 0 %),403,"875,500","2,172.46",196,"1,010,800","5,157","-135,300"
07/04/2023,31.3 ( -0.32 %),442,"920,700","2,083.03",206,"1,018,100","4,942","-97,400"
06/04/2023,31.35 ( -0.79 %),558,"1,132,700","2,029.93",254,"1,241,800","4,889","-109,100"
