Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
29/04/2021,26.85 ( 0.19 %),242,"1,306,400","5,398.35",410,"2,254,200","5,498","-947,800"
28/04/2021,26.8 ( -0.37 %),288,"1,053,500","3,657.99",306,"1,475,100","4,821","-421,600"
27/04/2021,26.9 ( 0.37 %),367,"1,039,100","2,831.34",324,"1,152,600","3,557","-113,500"
23/04/2021,26.1 ( -5.09 %),336,"990,800","2,948.81",566,"2,388,700","4,220","-1,397,900"
22/04/2021,27.5 ( 0 %),226,"900,800","3,985.84",483,"1,565,300","3,241","-664,500"
20/04/2021,27.5 ( 0 %),324,"1,687,000","5,206.79",803,"2,715,500","3,382","-1,028,500"
19/04/2021,27.5 ( 0.73 %),260,"1,101,600","4,236.92",592,"1,553,200","2,624","-451,600"
16/04/2021,27.3 ( 1.11 %),255,"860,100","3,372.94",387,"914,800","2,364","-54,700"
15/04/2021,27 ( 0.75 %),811,"2,369,200","2,921.33",745,"2,631,400","3,532","-262,200"
14/04/2021,26.8 ( -1.83 %),516,"819,300","1,587.79",597,"1,723,000","2,886","-903,700"
13/04/2021,27.3 ( -1.44 %),419,"728,300","1,738.19",573,"1,893,700","3,305","-1,165,400"
12/04/2021,27.7 ( 0 %),740,"1,414,200","1,911.08",655,"2,072,100","3,164","-657,900"
09/04/2021,27.7 ( 0.36 %),505,"1,464,300","2,899.6",539,"2,091,300","3,880","-627,000"
08/04/2021,27.6 ( -1.43 %),357,"1,322,000","3,703.08",708,"3,546,700","5,009","-2,224,700"
07/04/2021,28 ( 0 %),512,"2,250,400","4,395.31",866,"3,931,700","4,540","-1,681,300"
06/04/2021,28 ( -0.36 %),680,"2,599,600","3,822.94",964,"5,726,600","5,940","-3,127,000"
05/04/2021,28.1 ( -0.53 %),704,"2,730,300","3,878.27","1,138","4,831,200","4,245","-2,100,900"
02/04/2021,28.25 ( 0.18 %),691,"4,866,700","7,042.98","1,263","6,320,100","5,004","-1,453,400"
01/04/2021,28.2 ( 0.18 %),"1,052","5,163,100","4,907.89","2,024","12,195,400","6,025","-7,032,300"
31/03/2021,0 ( 0 %),"2,081","5,340,000","2,566.07","1,401","7,453,300","5,320","-2,113,300"
