Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
03/10/2023,32.5,15.76,-0.65(-1.96 %),"4,650,100",150.53,"4,137,800",139.88,32.9,32.9,31.9
02/10/2023,33.15,16.07,-0.5(-1.49 %),"2,138,300",71.26,"5,989,902",201.48,33.65,33.65,33
29/09/2023,33.65,16.32,0(0.00 %),"2,907,800",97.35,"187,320",6.48,33.5,33.7,33.1
28/09/2023,33.65,16.32,1.05(3.22 %),"6,556,500",213.23,"46,881",1.5,32.6,33.9,31.85
27/09/2023,32.6,15.81,0.2(0.62 %),"3,553,500",115.24,"447,312",14.73,32.25,32.6,32.25
26/09/2023,32.4,15.71,-0.4(-1.22 %),"4,755,900",155.5,"1,561,399",48.4,32.8,33,32.4
25/09/2023,32.8,15.9,-1.2(-3.53 %),"4,230,500",141.16,"898,478",31.88,34,34.2,32.75
22/09/2023,34,16.49,-0.3(-0.87 %),"7,542,500",254.55,"5,152,090",180.77,33.95,34.25,33.4
21/09/2023,34.3,16.63,-0.05(-0.15 %),"3,165,600",108.44,"3,834,232",139.99,34.35,34.5,34
20/09/2023,34.35,16.66,0.45(1.33 %),"3,426,300",117,"1,793,714",64.08,33.9,34.5,33.85
19/09/2023,33.9,16.44,-0.2(-0.59 %),"5,864,300",199.4,"10,276,422",371.63,34.3,34.35,33.8
18/09/2023,34.1,16.54,-0.8(-2.29 %),"7,730,100",266.19,"15,686,557",551.42,34.85,35,34
15/09/2023,34.9,16.92,0(0.00 %),"4,523,900",159.03,"4,145,471",149.26,35.1,35.5,34.9
14/09/2023,34.9,16.92,-0.1(-0.29 %),"7,642,600",270.01,"233,156",8.44,35.1,35.75,34.9
13/09/2023,35,16.97,-0.3(-0.85 %),"4,978,100",175.16,"1,559,571",55.77,35.4,35.45,34.85
12/09/2023,35.3,17.12,0.75(2.17 %),"4,935,900",171.6,"15,627,356",541.39,34.55,35.3,34.4
11/09/2023,34.55,16.75,-0.8(-2.26 %),"10,812,100",377.83,"1,013,604",35.45,35.6,35.6,34.45
08/09/2023,35.35,17.14,-0.4(-1.12 %),"4,602,900",164.07,"45,885,750","1,530.86",35.85,35.9,35.35
07/09/2023,35.75,17.34,0.55(1.56 %),"9,044,800",322.71,"187,217",6.77,35.25,36.15,35.1
06/09/2023,35.2,17.07,0.2(0.57 %),"4,653,200",163.12,"3,216,210",112.54,35.05,35.35,34.85
