Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
31/10/2023,27.7,13.43,-0.4(-1.42 %),"6,087,100",169.88,"1,059,300",29.54,28.2,28.5,27.2
30/10/2023,28.1,13.63,-1.45(-4.91 %),"6,594,400",188.06,"6,448,000",189.03,29.2,29.25,28.1
27/10/2023,29.55,14.33,-0.25(-0.84 %),"3,872,700",114.92,"3,683,332",107.69,30,30.4,29.1
26/10/2023,29.8,14.45,-1.4(-4.49 %),"6,676,400",199.47,"1,625,600",51.81,30.8,30.95,29.2
25/10/2023,31.2,15.13,-0.15(-0.48 %),"2,122,800",66.63,"300,000",10.05,31.2,31.6,31.2
24/10/2023,31.35,15.2,0.45(1.46 %),"2,173,100",68.25,"3,591,300",116.65,31.35,31.8,31.05
23/10/2023,30.9,14.98,-0.2(-0.64 %),"2,788,400",85.8,"4,974,000",156.56,31.1,31.5,30.5
20/10/2023,31.1,15.08,0.45(1.47 %),"2,434,100",75.16,"1,807,500",57.63,30.7,31.4,30.55
19/10/2023,30.65,14.86,-0.6(-1.92 %),"2,785,000",86.3,"1,859,100",59.12,31.25,31.4,30.65
18/10/2023,31.25,15.15,-0.5(-1.57 %),"4,719,900",148.51,"647,500",21.98,31.75,31.8,31
17/10/2023,31.75,15.4,-0.05(-0.16 %),"1,820,000",58.21,"1,871,900",63.64,31.95,32.2,31.75
16/10/2023,31.8,15.42,-0.4(-1.24 %),"2,476,400",79.12,"760,101",24.23,32.05,32.3,31.8
13/10/2023,32.2,15.61,-0.3(-0.92 %),"1,949,500",62.73,"617,600",20.88,32.4,32.45,32
12/10/2023,32.5,15.76,-0.1(-0.31 %),"2,464,200",80.38,"1,190,000",41.47,32.7,32.85,32.5
11/10/2023,32.6,15.81,0.1(0.31 %),"2,199,600",71.36,"2,900,200",100.34,32.65,32.65,32.3
10/10/2023,32.5,15.76,0.4(1.25 %),"2,660,000",86.56,"1,789,800",61.39,32.3,32.65,32.25
09/10/2023,32.1,15.57,0.05(0.16 %),"2,793,700",89.47,"1,658,300",54.48,32.1,32.15,31.9
06/10/2023,32.05,15.54,0.25(0.79 %),"2,551,600",81.13,"1,682,401",56.81,31.75,32.25,31.6
05/10/2023,31.8,15.42,-0.45(-1.40 %),"2,442,600",78.42,"4,241,500",138.65,32.35,32.6,31.8
04/10/2023,32.25,15.64,-0.25(-0.77 %),"2,796,000",90.37,"223,749",7.16,32.25,32.65,32
