Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
18/08/2022,39.1,18.96,-0.2(-0.51 %),"5,337,200",209.23,"2,555,000",98.94,39.1,39.5,38.95
17/08/2022,39.3,19.06,0.3(0.77 %),"4,459,300",174.88,"895,000",32.49,39.05,39.35,39
16/08/2022,39,18.91,-0.1(-0.26 %),"3,042,300",118.84,"4,577,500",176.57,39.05,39.2,38.95
15/08/2022,39.1,18.96,0.3(0.77 %),"4,366,600",170.84,"1,660,000",60.67,39,39.35,38.85
12/08/2022,38.8,18.81,0.3(0.78 %),"2,817,400",108.44,"443,000",16.89,38.5,38.8,38.25
11/08/2022,38.5,18.67,-0.3(-0.77 %),"4,920,200",191.53,"4,054,000",157.32,39.1,39.3,38.35
10/08/2022,38.8,18.81,-0.4(-1.02 %),"3,001,500",116.61,"1,301,800",49.44,38.85,39.05,38.7
09/08/2022,39.15,18.98,-0.05(-0.13 %),"4,306,400",168.9,"146,000",5.8,39.4,39.65,39
08/08/2022,39.2,19.01,0.8(2.08 %),"7,998,700",313.44,"1,416,700",56.1,38.5,39.65,38.5
05/08/2022,38.4,18.62,0(0.00 %),"3,914,900",150.93,0,0,38.4,38.8,38.3
04/08/2022,38.4,18.62,0.2(0.52 %),"4,630,800",178.33,"2,020,000",77.22,38.25,38.85,38.2
03/08/2022,38.15,18.5,-0.15(-0.39 %),"4,944,700",188.39,"4,200,000",160.69,38.3,38.4,37.85
02/08/2022,38.3,18.57,-0.3(-0.78 %),"4,609,900",176.55,0,0,38.4,38.6,38.05
01/08/2022,38.6,18.72,0.7(1.85 %),"6,875,400",263.77,"780,000",27.5,37.85,38.8,37.6
29/07/2022,37.9,18.38,0.6(1.61 %),"5,486,300",206.36,"634,000",23.48,37.5,37.9,37.15
28/07/2022,37.3,18.09,0.7(1.91 %),"5,604,300",208.39,0,0,36.9,37.5,36.8
27/07/2022,36.6,17.75,0(0.00 %),"1,654,100",60.43,"11,303,000",413.76,36.4,36.6,36.4
26/07/2022,36.6,17.75,-0.2(-0.54 %),"2,794,900",102.81,"2,671,800",97.63,36.8,37.05,36.55
25/07/2022,36.8,17.84,-0.3(-0.81 %),"2,340,300",86.37,"946,000",32.71,36.85,37.1,36.75
22/07/2022,37.1,17.99,0.2(0.54 %),"4,424,700",165.52,0,0,37.3,37.9,37.05
