stock_code,transaction_date,closing_price,matched_volume,matched_value,foreign_net_volume,foreign_net_value,proprietary_net_volume,proprietary_net_value,buy_orders,buy_volume,sell_orders,sell_volume
FPT,2023-06-16,84.500000000000000000,2231500,190.100000000000000000,-100,-0.01,,,1705,5812000,2300,3877600
FPT,2023-06-15,84.100000000000000000,798600,67.050000000000000000,0,0.00,,,1019,1476200,1119,2008800
FPT,2023-06-14,84.200000000000000000,658600,55.560000000000000000,0,0.00,,,802,1172300,858,3164800
FPT,2023-06-13,84.400000000000000000,466800,39.480000000000000000,0,0.00,,,717,851300,852,1864700
FPT,2023-06-12,84.900000000000000000,519700,43.720000000000000000,0,0.00,,,939,1004000,722,1044400
FPT,2022-06-23,85.500000000000000000,2022500,172.240000000000000000,-269900,-23.08,,,4506,3620000,2514,3214600
FPT,2022-06-22,84.500000000000000000,2971400,260.230000000000000000,-13700,-1.16,,,5474,4238300,3471,5012800
FPT,2022-06-21,89.100000000000000000,2460200,224.910000000000000000,6100,0.54,,,4257,3857600,3552,5765600
FPT,2022-06-20,92.000000000000000000,2483900,230.670000000000000000,9500,0.89,,,3639,3973900,4731,4774200
FPT,2022-06-17,92.000000000000000000,2321400,209.860000000000000000,0,0.00,,,5630,4724600,2796,4126500
FPT,2022-06-16,92.000000000000000000,2517500,231.740000000000000000,-8900,-0.82,,,4004,4309400,3867,4811900
FPT,2022-06-15,90.500000000000000000,1762600,158.030000000000000000,-9200,-0.83,,,3558,2983500,2711,2924100
FPT,2022-06-14,89.100000000000000000,2308300,203.530000000000000000,0,0.00,,,5827,4692600,2831,3740500
FPT,2022-06-13,86.200000000000000000,3393300,300.570000000000000000,0,0.00,,,9723,5693800,3203,6167900
FPT,2022-06-10,110.000000000000000000,2972500,335.330000000000000000,-300,-0.03,,,5718,4427300,4474,5887300
FPT,2022-06-09,115.300000000000000000,1706300,195.370000000000000000,9500,1.10,,,3525,3067200,3280,4157400
FPT,2022-06-08,115.000000000000000000,2660400,308.560000000000000000,0,0.00,,,4514,4135300,4126,5387000
FPT,2022-06-07,115.600000000000000000,3908000,437.620000000000000000,700,0.08,,,6597,6334400,3968,6157400
FPT,2022-06-06,113.000000000000000000,2558200,292.850000000000000000,-9700,-1.11,,,3265,3636200,3845,6428700
FPT,2022-06-03,114.000000000000000000,1755900,197.060000000000000000,4100,0.47,,,3007,2918000,3537,4165400
FPT,2022-06-02,111.500000000000000000,2292800,259.890000000000000000,-700,-0.08,,,3421,3583400,4342,6075000
FPT,2022-06-01,111.800000000000000000,2036500,227.040000000000000000,4700,0.53,,,3042,4082300,3858,4782800
VNM,2023-01-11,79.400000000000000000,1534700,123.250000000000000000,-337660,-26.81,,,1595,2038800,1971,3433700
FPT,2022-05-31,109.900000000000000000,2157000,236.240000000000000000,-4100,-0.45,,,4329,3703600,2828,4334700
FPT,2022-05-30,111.300000000000000000,2496900,277.200000000000000000,3266700,363.58,,,4059,5313800,4722,6445000
FPT,2022-05-27,111.800000000000000000,3878400,426.800000000000000000,-4700,-0.53,,,3481,5683800,7036,6665900
FPT,2022-09-19,83.100000000000000000,1783700,147.170000000000000000,-60,0.00,,,3477,3424000,2267,2972500
FPT,2022-09-16,82.500000000000000000,1360100,113.050000000000000000,340,0.03,,,3501,2101500,1487,2239200
FPT,2022-09-15,83.700000000000000000,780500,65.510000000000000000,6840,0.01,,,2083,1593400,1412,1759400
FPT,2022-09-14,84.000000000000000000,1309200,109.760000000000000000,100,0.03,,,3922,2902300,1438,2494400
FPT,2022-09-13,84.600000000000000000,1046400,88.770000000000000000,160,0.03,,,1602,1799400,1781,2347500
FPT,2022-09-12,84.600000000000000000,716000,60.690000000000000000,5952,-0.01,,,1731,1629100,1501,2007100
FPT,2022-09-09,84.300000000000000000,1145400,96.890000000000000000,-100,-0.01,,,1655,1933100,1733,2298800
FPT,2022-09-08,84.300000000000000000,1135600,95.720000000000000000,500,0.04,,,2824,2386100,2075,2144600
FPT,2022-09-07,84.000000000000000000,2236400,189.650000000000000000,-12800,-1.08,,,4813,3084700,2034,3392900
FPT,2022-09-06,85.800000000000000000,1171600,100.860000000000000000,2000,0.17,,,2579,1993700,1921,2258900
FPT,2022-09-05,86.200000000000000000,1020900,88.020000000000000000,-1000,-0.09,,,2309,1678100,1828,2276400
FPT,2022-08-31,86.600000000000000000,1173700,101.270000000000000000,-1000,-0.09,,,2299,2321500,1779,2618200
FPT,2022-08-30,86.400000000000000000,1153200,99.740000000000000000,-1600,-0.14,,,2025,2250900,2141,3513300
FPT,2022-08-29,86.500000000000000000,2228000,191.350000000000000000,0,0.00,,,4442,3903200,2550,4175200
FPT,2022-08-26,87.200000000000000000,1936600,168.700000000000000000,-800,-0.07,,,2531,2930400,3352,4210500
FPT,2022-08-25,86.300000000000000000,1143900,98.630000000000000000,-400,-0.03,,,2747,2114200,2500,2481600
FPT,2022-08-24,86.200000000000000000,1008000,87.160000000000000000,-600,-0.05,,,1725,1852400,2070,2331300
FPT,2022-08-23,87.000000000000000000,1085700,93.930000000000000000,0,0.00,,,2819,2534400,1465,1691200
FPT,2022-08-22,86.800000000000000000,1634000,141.380000000000000000,0,0.00,,,3072,2650800,1564,2751700
FPT,2022-08-19,86.900000000000000000,1957600,171.100000000000000000,-4800,-0.42,,,3894,3041500,2452,3145900
FPT,2022-07-21,85.000000000000000000,1804200,154.080000000000000000,34700,2.95,,,2230,3566100,4025,4030400
FPT,2022-07-20,84.900000000000000000,2848900,241.940000000000000000,-712740,-60.51,,,3202,5064200,4966,5619700
FPT,2022-07-19,83.000000000000000000,1185400,97.890000000000000000,-86600,-7.19,,,2639,2252200,2244,2035900
FPT,2022-07-18,83.000000000000000000,1264900,105.480000000000000000,-207600,-17.23,,,1821,2120000,3073,2397400
FPT,2022-07-15,82.200000000000000000,1382300,114.690000000000000000,-155600,-12.79,,,3814,2618100,3248,2777200
FPT,2022-07-14,82.800000000000000000,891300,73.930000000000000000,68100,5.64,,,1705,1956500,1799,1737100
FPT,2022-07-13,82.500000000000000000,1140700,94.740000000000000000,40500,3.34,,,2787,1757600,1649,3386400
FPT,2022-07-12,83.500000000000000000,602800,50.200000000000000000,-11100,-0.93,,,1556,1535100,1315,1369000
FPT,2022-07-11,82.800000000000000000,998100,83.400000000000000000,59700,4.94,,,2044,1867100,1932,2473400
FPT,2022-07-08,83.600000000000000000,910400,75.990000000000000000,-1000,4.94,,,2319,1898900,1182,1565500
FPT,2022-07-07,83.100000000000000000,1286300,107.730000000000000000,0,0.00,,,2112,2270600,1978,2760900
FPT,2022-07-06,83.500000000000000000,2232400,188.380000000000000000,-179900,-15.02,,,3713,3178300,2058,3750500
FPT,2022-07-05,85.400000000000000000,1395600,120.370000000000000000,-3700,-0.32,,,2241,2438300,2604,3409700
FPT,2022-07-04,86.700000000000000000,1005500,87.920000000000000000,0,0.00,,,1981,1943800,1670,2844200
FPT,2022-07-01,88.000000000000000000,1696500,146.500000000000000000,0,0.00,,,3872,3414800,2516,3612400
FPT,2022-06-30,86.200000000000000000,1506500,132.340000000000000000,63700,5.49,,,3626,3174400,2180,3936300
FPT,2022-06-29,90.000000000000000000,1182600,105.410000000000000000,27600,2.45,,,2150,2180600,2540,3182000
FPT,2022-06-28,89.700000000000000000,2296600,204.560000000000000000,269900,24.21,,,2544,5078200,3769,4923700
FPT,2022-06-27,86.500000000000000000,1254800,109.240000000000000000,-81300,-7.09,,,2163,2185100,2225,2723700
FPT,2022-06-24,85.500000000000000000,902400,78.060000000000000000,-24800,-2.12,,,2383,1746300,2002,1706100
BID,2023-11-28,38.850000000000000000,833900,32.190000000000000000,3500,0.14,,,1515,1736200,1083,1690700
BID,2023-11-27,43.000000000000000000,747600,32.230000000000000000,-117300,-5.05,,,975,1184000,1058,1806900
BID,2023-11-24,43.650000000000000000,811000,34.730000000000000000,368900,15.85,,,1302,1637900,835,1653300
BID,2023-11-23,43.000000000000000000,755300,32.870000000000000000,94800,4.16,,,901,1229200,1047,1803300
BID,2023-11-22,43.600000000000000000,738100,32.210000000000000000,-81900,-3.57,,,1024,1494100,934,1664900
BID,2023-11-21,43.950000000000000000,824200,35.890000000000000000,358900,15.64,,,927,1253500,1056,1742400
BID,2023-11-20,43.150000000000000000,809800,34.900000000000000000,304600,13.21,,,1505,1519400,972,1589900
BID,2023-11-17,42.900000000000000000,1209700,52.300000000000000000,-184200,-7.96,,,1826,2097600,1257,2418000
BID,2023-11-16,43.750000000000000000,970300,42.430000000000000000,0,0.00,,,1340,1630400,1093,2183500
BID,2023-11-10,42.200000000000000000,627400,26.670000000000000000,190800,8.15,,,1107,1201600,881,1340300
BID,2023-11-09,42.850000000000000000,756700,32.480000000000000000,186700,8.02,,,1029,1702800,1264,1730800
BID,2023-11-08,42.900000000000000000,966700,40.850000000000000000,190900,8.00,,,1138,2468300,1177,1571200
BID,2023-11-07,41.800000000000000000,531300,22.220000000000000000,184800,7.72,,,487,935800,832,1444400
BID,2023-11-06,41.800000000000000000,586900,24.570000000000000000,-111500,-4.66,,,782,1328100,1217,1524300
BID,2023-11-03,41.500000000000000000,563400,23.530000000000000000,233000,9.73,,,856,850500,1189,1551700
BID,2023-11-02,41.650000000000000000,690200,28.410000000000000000,253900,10.44,,,,,,
BID,2023-11-01,40.000000000000000000,350900,14.110000000000000000,22800,0.92,,,966,917200,607,1020900
BID,2022-05-26,35.100000000000000000,1194100,42.240000000000000000,-73400,-2.58,,,1014,3035600,1718,2676200
BID,2022-05-25,34.900000000000000000,1066800,37.020000000000000000,10700,0.37,,,1363,2435700,1710,2365000
BID,2022-05-24,33.750000000000000000,768000,25.690000000000000000,11100,0.37,,,919,1395700,877,1419000
BID,2022-05-23,33.350000000000000000,1002800,33.910000000000000000,-106900,-3.57,,,1442,2047600,874,1846100
BID,2022-05-20,34.500000000000000000,1128100,39.100000000000000000,505900,17.45,,,1295,2175900,1114,1679900
BID,2022-05-19,34.650000000000000000,895100,30.760000000000000000,-53700,-1.86,,,1210,1872100,982,1686400
BID,2022-05-18,34.900000000000000000,1288800,45.020000000000000000,-13300,-0.46,,,1224,2288600,1639,2206900
BID,2022-05-17,34.450000000000000000,1116800,37.360000000000000000,-19000,-0.65,,,1160,2692000,1242,1509500
BID,2022-05-16,32.200000000000000000,1280700,42.160000000000000000,9300,0.30,,,0,0,0,0
BID,2022-05-13,31.800000000000000000,2353900,77.420000000000000000,298800,9.83,,,2262,3767900,1771,3837400
BID,2022-05-12,33.600000000000000000,1507900,51.730000000000000000,-1200,-0.26,,,2397,1956000,1382,2811300
BID,2022-05-11,36.100000000000000000,862900,30.670000000000000000,40400,1.47,,,1234,1691200,862,1691900
BID,2022-05-10,35.800000000000000000,1727600,60.060000000000000000,245900,8.80,,,1746,3471300,1260,2583500
BID,2022-05-09,34.450000000000000000,2414100,85.190000000000000000,-11600,-0.40,,,2269,3238000,1320,3722700
BID,2022-05-06,37.000000000000000000,1579600,59.040000000000000000,-10800,-0.40,,,1600,2716100,1169,2675800
BID,2022-05-05,38.200000000000000000,1990600,74.840000000000000000,-29100,-1.09,,,1117,2968700,1810,2838100
BID,2022-05-04,37.250000000000000000,1561000,58.190000000000000000,335300,12.50,,,1247,2474300,1315,2822900
BID,2022-04-29,37.250000000000000000,1518600,56.700000000000000000,-52100,-1.95,,,1158,2392400,1560,2809500
BID,2022-04-28,36.700000000000000000,974900,35.960000000000000000,-29200,-1.07,,,1486,1576600,950,2066900
BID,2022-04-27,37.200000000000000000,748100,27.660000000000000000,-54800,-2.01,,,1336,1521000,1102,1421700
BID,2023-12-26,43.000000000000000000,1163800,50.170000000000000000,-40600,-1.72,,,752,2475000,1373,1919800
BID,2023-12-25,43.200000000000000000,1173400,50.270000000000000000,365800,15.74,,,931,2200400,1351,1911000
BID,2023-12-22,42.450000000000000000,1189100,50.070000000000000000,457600,19.30,,,1116,2919700,1553,1996200
BID,2023-12-21,41.800000000000000000,1136900,47.210000000000000000,-210700,-8.76,,,916,2619300,1145,1758300
BID,2023-12-20,41.300000000000000000,1024900,42.400000000000000000,-35000,-1.23,,,816,1521000,1269,1895000
BID,2023-12-19,41.200000000000000000,823300,33.670000000000000000,-31900,-1.28,,,877,1410600,838,1267700
BID,2023-12-18,41.000000000000000000,678400,27.850000000000000000,211800,8.73,,,1198,1399800,796,1223400
BID,2023-12-15,41.500000000000000000,562000,23.320000000000000000,-51700,-2.14,,,463,943600,718,1075900
BID,2023-12-14,41.600000000000000000,779800,32.420000000000000000,25000,1.06,,,3297,1426000,1209,1440100
BID,2023-12-13,41.600000000000000000,793400,33.030000000000000000,8400,0.37,,,678,1388600,1038,1500800
BID,2023-12-12,41.900000000000000000,956500,39.970000000000000000,126100,5.28,,,963,2091900,1336,1944800
BID,2023-12-11,41.400000000000000000,1589400,66.160000000000000000,-53200,-2.26,,,1318,2484300,1430,2890100
BID,2023-12-08,41.900000000000000000,2406400,99.870000000000000000,836100,34.72,,,1348,4006800,2261,3701100
BID,2023-12-07,40.600000000000000000,1955000,79.150000000000000000,44300,1.91,,,1380,3888200,1924,3059600
VNM,2022-05-20,68.100000000000000000,1296200,89.320000000000000000,10100,0.69,,,2278,2296600,1898,2943400
BID,2023-12-06,40.000000000000000000,1157100,46.280000000000000000,391800,15.72,,,1120,2244400,1437,2115100
BID,2023-12-05,39.650000000000000000,654400,25.950000000000000000,-139900,-5.54,,,953,1305000,1076,1381200
BID,2023-12-04,39.800000000000000000,711900,28.190000000000000000,122400,4.86,,,911,1581200,1164,1675500
BID,2023-12-01,39.400000000000000000,761100,29.810000000000000000,192700,7.54,,,900,1313500,1086,1407600
BID,2023-11-30,38.850000000000000000,726300,28.400000000000000000,-90100,-3.50,,,1015,1175000,904,1817100
BID,2023-06-28,45.350000000000000000,2337400,104.480000000000000000,98600,4.39,,,1516,3692900,2250,4197200
BID,2023-06-27,44.300000000000000000,793800,35.020000000000000000,-61000,-2.68,,,981,1634500,937,1699400
BID,2023-06-26,44.300000000000000000,1225100,54.230000000000000000,-277000,-12.22,,,1657,1982800,1548,2587400
BID,2023-06-23,44.300000000000000000,1911900,84.790000000000000000,-531000,-23.48,,,0,0,0,0
BID,2023-06-22,43.950000000000000000,1284000,56.340000000000000000,-276000,-12.11,,,974,2194500,2175,2605600
BID,2023-06-21,43.400000000000000000,812800,35.350000000000000000,-491900,-21.36,,,1320,1428000,1435,1745300
BID,2023-06-20,43.500000000000000000,812700,35.190000000000000000,-459200,-19.87,,,1224,1395800,827,1361400
BID,2023-06-19,43.300000000000000000,796000,34.610000000000000000,-312400,-13.57,,,1166,1336400,734,1599400
BID,2023-06-16,43.700000000000000000,1441500,63.660000000000000000,-377100,-16.62,,,1031,2118600,1744,2953900
BID,2023-06-15,43.850000000000000000,823400,36.190000000000000000,-201100,-8.82,,,1271,1441000,1422,1884400
BID,2023-06-14,44.000000000000000000,1334800,59.180000000000000000,47300,2.13,,,992,1898900,1823,2777500
BID,2023-06-13,44.350000000000000000,1328300,58.560000000000000000,-155200,-6.82,,,1135,2563400,1988,2239900
BID,2023-06-12,43.650000000000000000,1125600,48.650000000000000000,-155700,-6.69,,,1989,2065400,1028,1827200
BID,2023-02-14,43.400000000000000000,1325100,58.120000000000000000,33450,1.45,,,1136,1909100,1051,2403200
BID,2023-02-13,44.400000000000000000,1589700,69.230000000000000000,432200,19.19,,,1134,2855600,1198,2525800
BID,2023-02-10,42.950000000000000000,1398000,61.210000000000000000,154700,6.64,,,1153,2183000,1023,2309900
BID,2023-02-09,44.000000000000000000,1184800,52.800000000000000000,52400,2.31,,,1844,2036400,928,2136600
BID,2023-02-08,44.500000000000000000,1796700,80.330000000000000000,2708,0.12,,,1177,3207900,1612,2776900
BID,2023-02-07,43.800000000000000000,1568300,70.130000000000000000,271057,11.87,,,1615,2617600,1689,3165700
BID,2023-02-06,45.000000000000000000,1747200,76.830000000000000000,-382800,-17.23,,,1210,3525500,1419,2722200
BID,2023-02-03,43.350000000000000000,1377900,59.730000000000000000,57500,2.49,,,1027,1931800,1034,2336700
BID,2023-02-02,43.150000000000000000,2864500,123.200000000000000000,227830,9.83,,,2730,4708300,1373,3911400
BID,2023-02-01,42.800000000000000000,2510500,112.160000000000000000,864300,36.99,,,2241,3349600,2016,4014100
BID,2023-01-31,45.100000000000000000,1643500,72.610000000000000000,41200,1.86,,,2410,2901300,1151,2470600
BID,2023-01-30,44.500000000000000000,1210300,53.860000000000000000,295384,13.14,,,1707,2435000,1066,1983400
BID,2023-01-27,44.550000000000000000,1729800,78.770000000000000000,-218625,-9.74,,,1625,2362500,1500,3355300
BID,2023-01-19,45.950000000000000000,1656800,75.580000000000000000,561697,25.81,,,1116,4267400,1550,2602700
BID,2023-01-18,45.100000000000000000,1832900,82.770000000000000000,642950,29.00,,,1851,2837700,1684,3094800
BID,2023-01-17,44.950000000000000000,1499200,67.290000000000000000,372100,16.73,,,2169,2359200,1862,3047500
BID,2023-01-16,44.700000000000000000,4737900,204.700000000000000000,694241,31.03,,,3113,8917100,3433,6793600
BID,2023-01-13,41.800000000000000000,1630000,68.250000000000000000,354945,14.84,,,1306,3042700,2168,4769200
BID,2023-01-12,41.450000000000000000,708200,29.270000000000000000,-19900,-0.82,,,1155,1470400,1286,2382300
BID,2023-01-11,41.250000000000000000,1531300,63.560000000000000000,-389042,-16.05,,,1241,2574700,1980,3760700
