Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
06/12/2022,30.2 ( -5.92 %),"1,540","1,482,000",962.34,"1,107","2,012,300","1,818","-530,300"
05/12/2022,32.05 ( 1.75 %),"1,563","1,522,500",974.09,"1,134","2,040,000","1,799","-517,500"
02/12/2022,31.45 ( 1.45 %),"1,555","1,913,400","1,230.48","1,218","1,817,600","1,492","95,800"
01/12/2022,31 ( 5.08 %),"1,884","2,659,500","1,411.62","1,757","2,310,000","1,315","349,500"
30/11/2022,29.5 ( -0.34 %),"1,174","2,019,600","1,720.27","1,008","1,710,500","1,697","309,100"
29/11/2022,29.6 ( 0.68 %),"1,679","2,942,100","1,752.29","1,463","2,703,900","1,848","238,200"
28/11/2022,29.35 ( 3.71 %),"1,401","2,463,700","1,758.53","1,162","1,968,300","1,694","495,400"
25/11/2022,28.25 ( 2.73 %),"1,089","2,224,200","2,042.42","1,242","2,313,700","1,863","-89,500"
24/11/2022,27.5 ( 3.19 %),"1,218","2,099,800","1,723.97","1,355","2,276,500","1,680","-176,700"
23/11/2022,26.65 ( 1.72 %),"1,559","2,684,300","1,721.81","1,658","2,398,900","1,447","285,400"
22/11/2022,26.2 ( 3.56 %),"1,308","3,156,400","2,413.15","1,541","2,715,500","1,762","440,900"
21/11/2022,25.3 ( 0.8 %),"1,077","1,651,200","1,533.15",840,"1,494,200","1,779","157,000"
18/11/2022,25.1 ( -2.33 %),"1,133","2,011,100","1,775.02","1,064","2,436,700","2,290","-425,600"
17/11/2022,25.65 ( -1.35 %),"1,397","1,913,500","1,369.72","1,180","2,576,600","2,184","-663,100"
16/11/2022,26 ( 5.26 %),"1,595","3,168,600","1,986.58","1,248","3,475,300","2,785","-306,700"
15/11/2022,24.65 ( -6.98 %),"1,000","1,419,400","1,419.4","1,072","2,900,200","2,705","-1,480,800"
14/11/2022,26.5 ( -2.57 %),968,"1,318,700","1,362.29",840,"1,351,400","1,609","-32,700"
11/11/2022,27.2 ( 0.74 %),754,"893,400","1,184.88",762,"1,035,600","1,359","-142,200"
10/11/2022,27 ( -6.57 %),"1,406","1,536,600","1,092.89",900,"2,039,000","2,266","-502,400"
09/11/2022,28.9 ( 2.12 %),756,"1,301,100","1,721.03",872,"1,304,500","1,496","-3,400"
