Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
21/03/2022,56 ( 0.18 %),"1,559","2,678,200","1,717.9","1,361","2,812,900","2,067","-134,700"
18/03/2022,55.9 ( 0.18 %),"1,279","2,609,700","2,040.42","1,467","3,544,700","2,416","-935,000"
17/03/2022,55.8 ( -0.71 %),"1,752","2,711,700","1,547.77","1,995","3,077,100","1,542","-365,400"
16/03/2022,56.2 ( 0.36 %),"1,885","2,994,200","1,588.44","1,406","2,995,900","2,131","-1,700"
15/03/2022,56 ( 0.18 %),"3,009","6,159,200","2,046.93","2,326","4,021,100","1,729","2,138,100"
14/03/2022,55.9 ( -3.62 %),0,0,0,0,0,0,0
11/03/2022,58 ( -5.38 %),"5,490","8,629,100","1,571.79","3,524","10,346,000","2,936","-1,716,900"
10/03/2022,61.3 ( -2.7 %),"3,385","5,675,800","1,676.75","3,034","5,557,000","1,832","118,800"
09/03/2022,63 ( 2.77 %),"2,962","5,747,400","1,940.38","3,459","7,569,200","2,188","-1,821,800"
08/03/2022,61.3 ( -3.16 %),"2,477","4,860,300","1,962.17","4,367","5,515,200","1,263","-654,900"
07/03/2022,63.3 ( 3.6 %),"4,443","9,558,900","2,151.45","4,408","13,043,200","2,959","-3,484,300"
04/03/2022,61.1 ( -2.71 %),"3,222","4,591,800","1,425.14","2,323","6,218,300","2,677","-1,626,500"
03/03/2022,62.8 ( 2.11 %),"2,675","5,184,400","1,938.09","2,756","6,116,000","2,219","-931,600"
02/03/2022,61.5 ( 0.33 %),"4,350","8,641,200","1,986.48","3,776","11,858,000","3,140","-3,216,800"
01/03/2022,61.3 ( -1.61 %),"3,597","5,706,300","1,586.41","2,205","6,149,600","2,789","-443,300"
28/02/2022,62.3 ( -0.16 %),"2,440","3,890,700","1,594.55","1,892","5,085,200","2,688","-1,194,500"
25/02/2022,62.4 ( -1.58 %),"3,301","5,297,300","1,604.76","2,216","5,108,200","2,305","189,100"
24/02/2022,63.4 ( 1.44 %),"4,365","9,143,800","2,094.8","4,493","11,440,000","2,546","-2,296,200"
23/02/2022,62.5 ( 0.81 %),"3,076","7,530,600","2,448.18","3,858","7,698,100","1,995","-167,500"
22/02/2022,62 ( 3.51 %),"3,829","9,938,700","2,595.64","4,730","10,465,000","2,212","-526,300"
