Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
29/06/2021,56.2 ( -1.58 %),"2,688","7,987,300","2,971.47","1,823","4,349,700","2,386","3,637,600"
28/06/2021,57.1 ( 1.06 %),0,0,0,0,0,0,0
25/06/2021,56.5 ( 0.89 %),"1,964","6,470,200","3,294.4","1,875","3,399,600","1,813","3,070,600"
24/06/2021,56 ( -0.88 %),"2,381","5,951,400","2,499.54","1,882","4,468,400","2,374","1,483,000"
23/06/2021,56.5 ( -3.58 %),"2,175","6,564,500","3,018.16","2,096","5,008,200","2,389","1,556,300"
22/06/2021,58.6 ( 0 %),"2,615","10,025,100","3,833.69","3,875","6,876,300","1,775","3,148,800"
21/06/2021,58.6 ( 3.72 %),"4,255","11,604,400","2,727.24","5,694","10,222,800","1,795","1,381,600"
18/06/2021,56.5 ( -0.35 %),"2,423","7,429,800","3,066.36","2,638","4,361,000","1,653","3,068,800"
17/06/2021,56.7 ( 1.25 %),"1,991","5,752,700","2,889.35","3,597","5,607,500","1,559","145,200"
16/06/2021,56 ( 2.19 %),"2,052","11,731,100","5,716.91","4,101","6,556,400","1,599","5,174,700"
15/06/2021,54.8 ( -0.36 %),"2,187","14,909,400","6,817.28","2,494","9,664,100","3,875","5,245,300"
14/06/2021,55 ( 1.85 %),"2,283","13,722,300","6,010.64","2,437","8,253,500","3,387","5,468,800"
11/06/2021,54 ( 2.86 %),"2,492","7,170,400","2,877.37","1,593","7,143,300","4,484","27,100"
10/06/2021,52.5 ( -2.42 %),"3,386","5,190,600","1,532.96","2,138","5,261,800","2,461","-71,200"
09/06/2021,53.8 ( -1.65 %),"2,871","5,365,800","1,868.97","1,741","6,466,900","3,714","-1,101,100"
08/06/2021,54.7 ( -3.36 %),"2,196","6,469,700","2,946.13","2,170","8,086,300","3,726","-1,616,600"
07/06/2021,56.6 ( -1.05 %),"3,977","7,331,500","1,843.47","2,860","9,427,400","3,296","-2,095,900"
04/06/2021,57.2 ( 3.25 %),"3,214","7,605,300","2,366.3","2,622","7,585,100","2,893","20,200"
03/06/2021,55.4 ( 0.36 %),0,0,0,0,0,0,0
02/06/2021,55.2 ( 0.91 %),"3,292","5,965,900","1,812.24","1,648","6,296,400","3,821","-330,500"
