Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
11/04/2023,88.2,49.95,-0.8(-0.90 %),"751,600",66.6,"76,000",6.89,89,90,88.2
10/04/2023,89,50.41,-1(-1.11 %),"639,300",57.04,"43,000",3.89,90,90,89
07/04/2023,90,50.97,-1.2(-1.32 %),"747,200",67.21,"96,000",8.77,91,91.1,89.5
06/04/2023,91.2,51.65,-0.9(-0.98 %),"376,300",34.4,"43,000",3.95,91.5,92.1,91.2
05/04/2023,92.1,52.16,0.1(0.11 %),"336,000",30.77,"96,000",8.8,92.3,92.3,91.1
04/04/2023,92,52.1,-0.8(-0.86 %),"269,900",24.87,"43,000",3.98,92.8,92.9,91.6
03/04/2023,92.8,52.56,1.4(1.53 %),"736,700",67.7,"76,000",6.97,91.7,92.9,91.2
31/03/2023,91.4,51.77,-1.3(-1.40 %),"950,600",87.21,"83,000",7.61,92.8,93.2,90.5
30/03/2023,92.7,52.5,0.4(0.43 %),"409,700",38.03,"196,000",18.05,92.3,93.2,92
29/03/2023,92.3,52.27,0.5(0.54 %),"422,800",38.84,0,0,92.5,92.5,90.5
28/03/2023,91.8,51.99,0.8(0.88 %),"845,800",77.49,"43,000",3.96,90.8,92.9,90.1
27/03/2023,91,51.54,2(2.25 %),"730,100",65.56,"96,000",8.12,89,91,88
24/03/2023,89,50.41,-1.7(-1.87 %),"630,000",56.38,"43,000",3.76,91,91,88.9
23/03/2023,90.7,51.37,1.7(1.91 %),"849,500",75.85,"1,096,000",97.34,88.8,90.7,87.3
22/03/2023,89,50.41,2.5(2.89 %),"1,055,800",93.16,"43,000",3.85,86.6,89.9,86.6
21/03/2023,86.5,48.99,1.4(1.65 %),"1,057,400",91.92,"116,000",10.26,85.4,89.9,85.4
20/03/2023,85.1,48.2,-3.9(-4.38 %),"1,034,000",90.42,"43,000",3.87,89,89.5,85.1
17/03/2023,89,50.41,-2(-2.20 %),"2,272,200",204.98,0,0,91,91.1,89
16/03/2023,91,51.54,-0.4(-0.44 %),"806,000",73.55,0,0,91,92,89.5
15/03/2023,91.4,51.77,0.4(0.44 %),"807,800",73.92,"43,000",3.96,91.6,92,91.1
