Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
12/05/2021,97.3,42.66,-0.6(-0.61 %),"1,218,300",118.65,0,0,97.9,97.9,97
11/05/2021,97.9,42.93,-0.2(-0.20 %),"1,171,500",115.46,"100,000",9.87,98.2,99.3,97.5
10/05/2021,98.1,43.01,1.1(1.13 %),"1,674,000",162.64,"69,000",6.9,96.7,98.2,95.9
07/05/2021,97,42.53,-2.3(-2.32 %),"2,284,800",223.33,0,0,98.9,99,96.7
06/05/2021,99.3,43.54,-1.9(-1.88 %),"1,161,200",116.21,0,0,101.2,101.7,99
05/05/2021,101.2,44.37,2.1(2.12 %),"1,826,700",184.22,"69,000",6.97,99.1,102,99.1
04/05/2021,99.1,43.45,-0.9(-0.90 %),"1,496,300",147.95,"155,500",15.39,99,99.6,98
29/04/2021,100,43.85,1(1.01 %),"1,615,700",159.8,0,0,99,100,98
28/04/2021,99,43.41,0(0.00 %),"1,426,900",140.79,"127,000",12.83,99,99.3,97.7
27/04/2021,99,43.41,0.4(0.41 %),"1,191,800",117.47,0,0,98.6,99.6,97.7
26/04/2021,98.6,43.23,-5.4(-5.19 %),"3,595,400",361.69,"100,000",10.03,104,104,97.9
23/04/2021,104,45.6,1(0.97 %),"2,285,300",234.13,"293,500",29.66,103,104,100.5
22/04/2021,103,45.16,0(0.00 %),"2,981,300",309.51,"330,400",34.3,103,105.6,102.2
20/04/2021,103,45.16,4.5(4.57 %),"6,274,200",638.47,0,0,99.1,105,98.5
19/04/2021,98.5,43.19,2.2(2.28 %),"1,387,500",133.93,"121,000",11.64,97,98.5,95.8
16/04/2021,96.3,42.23,-1.2(-1.23 %),"1,515,900",147.19,"100,000",9.69,97.3,98.5,96
15/04/2021,97.5,42.75,-1.2(-1.22 %),"2,152,800",211.5,0,0,99.8,99.8,96.8
14/04/2021,98.7,43.28,1.2(1.23 %),"1,336,800",130.39,"100,000",9.75,97.3,98.7,96.9
13/04/2021,97.5,42.75,-1.4(-1.42 %),"1,670,900",165.27,0,0,100,100,97.5
12/04/2021,98.9,43.37,1.4(1.44 %),"2,670,100",261.84,0,0,98.5,99.2,97.4
