Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
13/11/2024,92.5 ( 0.65 %),"1,044","2,654,400","2,542.53","1,406","2,747,900","1,954","-93,500"
12/11/2024,91.9 ( -0.11 %),"1,339","2,607,200","1,947.12","1,452","2,976,700","2,050","-369,500"
11/11/2024,92 ( -0.22 %),"2,854","3,046,700","1,067.52","1,381","3,518,600","2,548","-471,900"
08/11/2024,92.2 ( -1.07 %),"1,663","2,361,300","1,419.9","1,354","4,247,900","3,137","-1,886,600"
07/11/2024,93.2 ( 0.32 %),885,"2,373,100","2,681.47","1,520","2,868,800","1,887","-495,700"
06/11/2024,92.9 ( 0.32 %),"1,155","2,405,600","2,082.77","1,694","2,253,900","1,331","151,700"
05/11/2024,92.6 ( 0.11 %),"1,811","2,440,600","1,347.65","1,339","1,906,000","1,423","534,600"
04/11/2024,92.5 ( -1.07 %),"1,554","3,233,100","2,080.5","2,386","4,346,000","1,821","-1,112,900"
01/11/2024,93.5 ( -0.11 %),"1,475","3,604,700","2,443.86","2,400","3,633,800","1,514","-29,100"
31/10/2024,93.6 ( 2.07 %),"2,329","5,736,600","2,463.12","2,991","4,473,800","1,496","1,262,800"
30/10/2024,91.7 ( -0.33 %),966,"1,182,800","1,224.43",951,"1,192,000","1,253","-9,200"
29/10/2024,92 ( 0 %),717,"2,826,100","3,941.56","1,131","2,114,800","1,870","711,300"
28/10/2024,92 ( 0.22 %),671,"2,403,400","3,581.82","1,078","1,791,200","1,662","612,200"
25/10/2024,91.8 ( 0.11 %),775,"2,465,200","3,180.9","1,116","1,830,400","1,640","634,800"
24/10/2024,91.7 ( 0.22 %),824,"1,794,100","2,177.31","1,396","1,610,000","1,153","184,100"
23/10/2024,91.5 ( 0.11 %),767,"1,518,400","1,979.66",858,"1,204,700","1,404","313,700"
22/10/2024,91.4 ( -0.65 %),"1,173","2,211,900","1,885.68","1,731","2,046,700","1,182","165,200"
21/10/2024,92 ( -0.43 %),"1,188","2,469,400","2,078.62","2,748","3,021,100","1,099","-551,700"
18/10/2024,92.4 ( 0.22 %),785,"2,507,100","3,193.76","1,843","2,564,600","1,392","-57,500"
17/10/2024,92.2 ( 0.77 %),779,"2,666,200","3,422.59","1,700","2,191,000","1,289","475,200"
