Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
16/12/2021,99.1 ( -0.8 %),"1,757","1,754,300",998.46,"1,238","2,830,200","2,286","-1,075,900"
15/12/2021,99.9 ( 0.6 %),"1,479","1,184,000",800.54,996,"2,205,700","2,215","-1,021,700"
14/12/2021,99.3 ( -0.3 %),"1,676","1,280,500",764.02,"1,101","1,681,500","1,527","-401,000"
13/12/2021,99.6 ( -0.4 %),"1,348","1,841,300","1,365.95","1,646","2,855,000","1,735","-1,013,700"
10/12/2021,100 ( 0.81 %),"2,652","2,682,000","1,011.31","2,409","3,101,100","1,287","-419,100"
09/12/2021,99.2 ( 0.51 %),"1,437","1,367,200",951.43,827,"1,139,100","1,377","228,100"
08/12/2021,98.7 ( 0.51 %),903,"977,000","1,081.95",857,"880,500","1,027","96,500"
07/12/2021,98.2 ( 2.94 %),"1,375","1,683,600","1,224.44",967,"1,405,200","1,453","278,400"
06/12/2021,95.4 ( -2.65 %),"1,732","1,433,400",827.6,"1,098","1,495,000","1,362","-61,600"
03/12/2021,98 ( -1.11 %),"1,156","1,417,400","1,226.12",822,"1,155,200","1,405","262,200"
02/12/2021,99.1 ( 0.1 %),"1,182","1,291,900","1,092.98","1,570","1,124,100",716,"167,800"
01/12/2021,99 ( 0.1 %),"1,095","1,066,000",973.52,525,"803,000","1,530","263,000"
30/11/2021,98.9 ( -2.18 %),"1,781","2,125,400","1,193.37",972,"2,338,000","2,405","-212,600"
29/11/2021,101.1 ( -3.71 %),"1,473","1,427,700",969.25,"1,045","1,414,700","1,354","13,000"
26/11/2021,105 ( -1.96 %),791,"1,327,400","1,678.13","1,998","1,699,400",851,"-372,000"
25/11/2021,107.1 ( 2.19 %),"1,405","2,190,900","1,559.36","2,773","2,581,100",931,"-390,200"
24/11/2021,104.8 ( 5.75 %),"1,715","2,854,900","1,664.66","3,734","2,964,100",794,"-109,200"
23/11/2021,99.1 ( 0.3 %),616,"895,800","1,454.22","1,150","1,046,700",910,"-150,900"
22/11/2021,98.8 ( 1.75 %),"1,270","1,784,500","1,405.12","1,719","1,675,500",975,"109,000"
19/11/2021,97.1 ( 0.1 %),706,"592,800",839.66,"1,096","839,100",766,"-246,300"
