Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
18/07/2024,88 ( 0 %),"2,079","2,656,800","1,277.92","1,884","3,660,500","1,943","-1,003,700"
17/07/2024,88 ( 0.11 %),"2,418","4,744,700","1,962.24","4,089","6,710,300","1,641","-1,965,600"
16/07/2024,87.9 ( 0.46 %),"1,902","2,481,600","1,304.73","2,041","3,954,900","1,938","-1,473,300"
15/07/2024,87.5 ( -0.11 %),"1,560","1,673,200","1,072.56","1,645","2,697,700","1,640","-1,024,500"
12/07/2024,87.6 ( -0.57 %),"2,040","1,818,200",891.27,"1,887","2,742,700","1,453","-924,500"
11/07/2024,88.1 ( -0.56 %),"1,554","2,275,700","1,464.41","2,107","2,883,300","1,368","-607,600"
10/07/2024,88.6 ( 0.57 %),"2,301","2,544,800","1,105.95","3,495","3,895,200","1,115","-1,350,400"
09/07/2024,88.1 ( 1.03 %),"2,102","2,694,900","1,282.06","1,876","2,736,400","1,459","-41,500"
08/07/2024,87.2 ( -0.91 %),"1,830","1,743,100",952.51,"1,541","2,648,600","1,719","-905,500"
05/07/2024,88 ( 0 %),"2,205","3,223,500","1,461.9","2,943","4,154,100","1,412","-930,600"
04/07/2024,88 ( -0.56 %),"2,019","4,194,800","2,077.66","4,189","6,416,700","1,532","-2,221,900"
03/07/2024,88.5 ( 0.34 %),"2,124","4,293,300","2,021.33","3,222","4,191,900","1,301","101,400"
02/07/2024,88.2 ( 2.44 %),"2,667","5,407,200","2,027.45","4,289","4,897,300","1,142","509,900"
01/07/2024,86.1 ( 1.06 %),"1,600","2,199,000","1,374.38","1,652","2,274,400","1,377","-75,400"
28/06/2024,85.2 ( 0 %),"2,018","2,075,000","1,028.25","1,770","2,667,000","1,507","-592,000"
27/06/2024,85.2 ( 0 %),"2,120","2,690,500","1,269.1","1,753","2,516,400","1,435","174,100"
26/06/2024,85.2 ( -0.35 %),"2,078","2,687,700","1,293.41","2,015","3,080,100","1,529","-392,400"
25/06/2024,85.5 ( 0 %),"1,709","2,198,300","1,286.31","2,192","3,074,400","1,403","-876,100"
24/06/2024,85.5 ( -0.58 %),"2,675","3,139,900","1,173.79","3,580","4,062,200","1,135","-922,300"
21/06/2024,86 ( 0 %),"3,154","3,106,900",985.07,"2,136","3,447,600","1,614","-340,700"
