Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
22/02/2024,19.7(-0.25 %),"-5,933,368",-116.99,"385,810",7.61,"6,319,178",124.6,"135,693,216",28.29%
21/02/2024,19.75(0.77 %),"-2,523,100",-49.67,"2,507,200",49.81,"5,030,300",99.48,"135,693,216",28.29%
20/02/2024,19.6(-1.01 %),"-3,804,002",-74.61,"1,638,100",32.21,"5,442,102",106.82,"136,822,928",28.28%
19/02/2024,19.8(-0.25 %),"-899,300",-17.8,"638,200",12.59,"1,537,500",30.39,"136,945,616",28.27%
16/02/2024,19.85(0.25 %),"-992,590",-19.67,"682,810",13.52,"1,675,400",33.19,"134,482,400",28.3%
15/02/2024,19.8(1.02 %),"-1,468,119",-28.87,"1,633,300",32.55,"3,101,419",61.43,"134,670,912",28.3%
07/02/2024,19.6(1.55 %),"1,461,230",28.42,"1,955,530",38.05,"494,300",9.63,"135,780,912",28.29%
06/02/2024,19.3(0.52 %),"90,000",1.78,"911,300",17.61,"821,300",15.83,"136,107,744",28.28%
05/02/2024,19.2(2.13 %),"178,500",3.42,"1,807,200",34.69,"1,628,700",31.27,"133,821,463",30.73%
02/02/2024,18.8(-1.83 %),"-2,230,600",-42.48,"1,350,100",25.54,"3,580,700",68.01,"132,759,944",28.33%
01/02/2024,19.15(-1.29 %),"-1,407,800",-27.02,"403,300",7.74,"1,811,100",34.77,"132,172,663",30.75%
31/01/2024,19.4(-1.52 %),"2,248,200",43.18,"4,477,800",86.58,"2,229,600",43.4,"132,172,664",28.33%
30/01/2024,19.7(-0.25 %),"530,500",10.49,"1,521,000",30.06,"990,500",19.57,"136,145,088",28.28%
29/01/2024,19.75(0.00 %),"1,125,500",22.22,"1,612,300",31.81,"486,800",9.59,"137,624,200",28.27%
26/01/2024,19.75(0.51 %),"1,950,400",38.46,"1,959,000",38.63,"8,600",0.17,"138,464,284",30.66%
25/01/2024,19.65(0.00 %),"1,145,800",22.52,"1,582,800",31.1,"437,000",8.58,"140,414,684",30.64%
24/01/2024,19.65(-0.25 %),"1,586,000",31.25,"2,039,900",40.2,"453,900",8.95,"141,560,484",30.62%
23/01/2024,19.7(-0.51 %),"2,349,900",46.39,"2,769,200",54.67,"419,300",8.28,"143,146,484",30.6%
22/01/2024,19.8(0.51 %),"689,600",13.68,"3,121,000",61.85,"2,431,400",48.17,"145,496,384",30.57%
19/01/2024,19.7(1.03 %),"2,441,500",47.99,"3,189,400",62.69,"747,900",14.69,"146,185,984",30.56%
