Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
08/02/2023,17.95(-0.28 %),"1,500",0.03,"401,500",7.21,"400,000",7.18,0,17.64%
07/02/2023,17.95(-2.97 %),-500,-0.01,"1,500",0.03,"2,000",0.04,"1,500",17.64%
06/02/2023,18.5(1.09 %),0,-0.03,0,0,0,0.03,"1,500",17.64%
03/02/2023,18.25(-0.82 %),"-1,500",-0.03,0,0,"1,500",0.03,0,17.64%
02/02/2023,18.4(0.55 %),"3,700",0.07,"5,200",0.1,"1,500",0.03,0,17.64%
01/02/2023,18.3(-6.15 %),0,0,"1,402,600",25.67,"1,402,600",25.67,"5,200",17.64%
31/01/2023,19.45(0.78 %),0,0.09,0,0.19,0,0.1,0,17.64%
30/01/2023,19.25(-2.28 %),"4,800",0.09,"10,000",0.19,"5,200",0.1,0,17.64%
27/01/2023,19.7(1.03 %),"6,400",0.13,"6,400",0.13,0,0,"10,000",17.64%
19/01/2023,19.5(-1.02 %),"2,247",0.04,"285,547",5.57,"283,300",5.52,"6,400",17.64%
18/01/2023,19.65(0.26 %),"-2,000",-0.04,"8,000",0.16,"10,000",0.2,"2,247",17.64%
17/01/2023,19.6(1.03 %),"-5,800",-0.11,600,0.01,"6,400",0.13,"8,000",17.64%
16/01/2023,19.4(0.00 %),"-2,247",-0.04,0,0,"2,247",0.04,600,17.64%
13/01/2023,19.4(3.74 %),"-8,000",-0.16,0,0,"8,000",0.16,0,17.64%
12/01/2023,18.7(1.08 %),-600,-0.01,0,0,600,0.01,0,17.64%
11/01/2023,18.45(-1.34 %),0,0,"40,000",0.74,"40,000",0.74,0,17.64%
10/01/2023,18.7(-1.06 %),0,0,0,5.92,0,5.92,0,17.64%
09/01/2023,18.85(-0.79 %),0,0,0,5.92,0,5.92,0,17.64%
06/01/2023,18.95(-0.26 %),"1,550,000",29.37,"1,550,000",29.37,0,0,0,17.64%
05/01/2023,18.95(0.26 %),0,0,"250,000",4.74,"250,000",4.74,"1,550,000",17.62%
