Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/08/2024,105.4(0.38 %),"8,400",0.89,"34,900",3.67,"26,500",2.77,"90,101,078",13.36%
19/08/2024,105(0.00 %),"-9,100",-0.95,"23,900",2.52,"33,000",3.47,"90,101,078",13.36%
16/08/2024,105(2.14 %),"-5,000",-0.5,"15,700",1.63,"20,700",2.13,"90,037,078",13.38%
15/08/2024,102.8(0.29 %),"-80,200",-8.21,"7,700",0.79,"87,900",9,"89,916,778",13.4%
14/08/2024,102.5(-0.29 %),"-121,500",-12.37,"14,500",1.47,"136,000",13.84,"89,856,278",13.41%
13/08/2024,102.8(1.68 %),"-29,400",-2.98,"35,800",3.68,"65,200",6.65,"87,302,860",13.88%
12/08/2024,101.1(0.20 %),"-76,400",-7.61,"21,500",2.14,"97,900",9.75,"83,278,419",14.62%
09/08/2024,100.9(1.61 %),"-4,055,645",-403.56,"4,600",0.46,"4,060,245",404.02,"79,887,319",15.25%
08/08/2024,99.3(0.00 %),"-91,900",-9.03,"36,700",3.61,"128,600",12.65,"79,787,519",15.27%
07/08/2024,99.3(-1.19 %),"-110,600",-10.96,"18,800",1.86,"129,400",12.81,"76,254,124",15.92%
06/08/2024,100.5(0.60 %),"-64,500",-6.49,"25,600",2.59,"90,100",9.08,"76,125,624",15.94%
05/08/2024,99.9(-4.68 %),"-139,100",-14.06,"8,200",0.82,"147,300",14.88,"76,077,574",15.95%
02/08/2024,104.8(0.58 %),"-63,500",-6.52,"10,100",1.03,"73,600",7.55,"75,945,824",15.98%
01/08/2024,104.2(-1.61 %),"-67,200",-7.08,"72,800",7.73,"140,000",14.81,"75,903,724",15.99%
31/07/2024,105.9(0.47 %),"-46,300",-4.88,"5,900",0.62,"52,200",5.51,"75,831,420",16%
30/07/2024,105.4(-0.75 %),"-89,300",-9.54,"1,500",0.16,"90,800",9.7,"75,740,520",16.02%
29/07/2024,106.2(-1.48 %),"-89,300",-9.54,"1,500",0.16,"90,800",9.7,"75,686,620",16.03%
24/07/2024,107.9(1.79 %),"128,600",13.78,"146,100",15.66,"17,500",1.87,"75,623,755",16.04%
23/07/2024,0(0.00 %),"31,900",3.35,"49,100",5.16,"17,200",1.8,"75,728,265",16.02%
22/07/2024,0(0.00 %),"-20,600",-2.15,"20,900",2.2,"41,500",4.34,"75,676,965",16.03%
