Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
18/01/2022,124.5(3.32 %),"137,800",16.89,"167,400",20.47,"29,600",3.58,"73,545,233",16.42%
17/01/2022,120.5(-1.23 %),"-57,000",-6.86,"30,900",3.74,"87,900",10.6,"73,699,533",16.39%
14/01/2022,122(0.00 %),"15,000",1.83,"28,100",3.42,"13,100",1.59,"73,709,377",16.39%
13/01/2022,122(-0.97 %),"-9,300",-1.12,"16,700",2.02,"26,000",3.14,"73,704,277",16.39%
12/01/2022,123.2(-0.48 %),"-14,600",-1.77,"23,600",2.88,"38,200",4.65,"73,667,577",16.4%
11/01/2022,123.8(0.00 %),"-19,500",-2.39,"36,900",4.54,"56,400",6.92,"73,654,287",16.4%
10/01/2022,123.8(0.00 %),"-16,000",-2.34,"20,800",1.09,"36,800",3.43,"73,676,887",16.4%
07/01/2022,123.8(0.00 %),"4,200",0.52,"18,500",2.29,"14,300",1.77,"73,685,287",16.4%
06/01/2022,123.8(0.65 %),"16,900",2.09,"28,900",3.58,"12,000",1.48,"73,681,887",16.4%
05/01/2022,123(-2.38 %),"31,500",3.92,"58,400",7.25,"26,900",3.33,"73,612,887",16.41%
04/01/2022,126(-1.79 %),"-77,700",-9.85,"20,200",2.56,"97,900",12.41,"73,670,535",16.4%
31/12/2021,128.3(1.83 %),"10,600",1.34,"11,300",1.43,700,0.09,"73,688,809",16.39%
30/12/2021,126(0.64 %),"4,800",0.6,"6,700",0.84,"1,900",0.24,"73,684,909",16.4%
29/12/2021,125.2(0.00 %),"-11,400",-1.41,"3,800",0.47,"15,200",1.89,"73,627,509",16.41%
28/12/2021,125.2(0.16 %),"-50,500",-6.26,"13,600",1.7,"64,100",7.96,"73,563,909",16.97%
27/12/2021,125(0.81 %),"-4,100",-0.51,"6,300",0.78,"10,400",1.29,"73,513,409",16.43%
24/12/2021,124(0.08 %),"-55,800",-6.9,"12,300",1.52,"68,100",8.43,"72,379,628",0%
23/12/2021,123.9(0.98 %),0,0,0,0,0,0,"72,323,828",17.21%
22/12/2021,122.7(0.16 %),"-59,300",-7.21,"20,000",2.45,"79,300",9.65,"72,323,828",17.21%
21/12/2021,122.5(0.33 %),"-51,300",-6.27,"8,900",1.09,"60,200",7.35,"72,264,528",0%
