Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
17/03/2025,99.1(0.51 %),"-52,400",-5.18,"1,500",0.15,"53,900",5.33,0,0%
14/03/2025,98.6(1.34 %),"47,656",4.65,"101,606",9.95,"53,950",5.3,0,0%
13/03/2025,97.3(-0.10 %),"-71,500",-6.93,"8,100",0.78,"79,600",7.71,0,0%
12/03/2025,97.4(-0.31 %),"-2,453",-0.24,"23,850",2.32,"26,303",2.56,0,0%
11/03/2025,97.7(0.00 %),"-26,502",-2.58,"34,900",3.4,"61,402",5.98,0,0%
10/03/2025,97.7(0.72 %),"34,700",3.39,"61,900",6.04,"27,200",2.65,0,0%
07/03/2025,97(0.52 %),"-51,700",-4.97,"19,800",1.91,"71,500",6.88,0,0%
06/03/2025,96.5(0.10 %),"-11,500",-1.11,"25,900",2.5,"37,400",3.61,0,0%
05/03/2025,96.4(-0.41 %),"-13,035",-1.25,"19,118",1.84,"32,153",3.09,0,0%
04/03/2025,96.8(-0.10 %),"-1,349",-0.13,"50,500",4.87,"51,849",5,0,0%
03/03/2025,96.9(0.94 %),"61,792",5.97,"64,400",6.23,"2,608",0.25,0,0%
28/02/2025,96(-0.93 %),"-51,014",-4.91,"2,200",0.21,"53,214",5.12,0,0%
27/02/2025,96.9(-0.21 %),"-14,047",-1.35,"28,253",2.73,"42,300",4.08,0,0%
26/02/2025,97.1(1.04 %),"12,527",1.21,"44,927",4.33,"32,400",3.12,0,0%
25/02/2025,96.1(-0.52 %),"-105,000",-10.11,"29,000",2.79,"134,000",12.89,0,0%
24/02/2025,96.6(0.00 %),"-119,500",-11.47,"15,800",1.52,"135,300",12.99,0,0%
21/02/2025,96.6(-0.31 %),"-34,800",-3.35,"4,600",0.44,"39,400",3.8,0,0%
20/02/2025,96.9(-0.51 %),"-15,989",-1.55,"13,111",1.27,"29,100",2.82,0,0%
19/02/2025,97.4(0.00 %),"-8,200",-0.8,"14,000",1.36,"22,200",2.16,0,0%
18/02/2025,97.4(-0.10 %),"-1,596",-0.16,"28,300",2.75,"29,896",2.9,0,0%
