Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
05/01/2021,17.7,8.28,0.5(2.91 %),"22,063,855",389.75,"25,898,606",442.62,17.2,18.3,17.1
04/01/2021,17.2,8.04,0.2(1.18 %),"12,479,042",213.57,"2,950,020",50.15,17.1,17.3,17
31/12/2020,17,7.95,0(0.00 %),"6,346,863",108.31,"8,526,768",144.95,17,17.3,17
30/12/2020,17,7.95,-0.2(-1.16 %),"10,063,435",172.26,148,0,17.2,17.4,16.9
29/12/2020,17.2,8.04,-0.2(-1.15 %),"7,765,160",133.68,"15,300,241",266.22,17.4,17.5,17
28/12/2020,17.4,8.14,0(0.00 %),"6,659,712",116.27,"3,240,006",56.38,17.4,18,17.2
25/12/2020,17.4,8.14,0.1(0.58 %),"8,822,774",152.97,"4,197,777",72.62,17.3,17.6,17.1
24/12/2020,17.3,8.09,-0.7(-3.89 %),"9,255,014",160.47,0,0,17.8,18,17
23/12/2020,18,8.42,-0.2(-1.10 %),"10,941,030",196.07,"7,728,378",140.66,18.2,18.2,17.5
22/12/2020,18.2,8.51,0.3(1.68 %),"14,807,237",270.32,"28,680,208",499.04,17.8,18.5,17.8
21/12/2020,17.9,8.37,0.6(3.47 %),"12,695,804",225.58,"10,520,000",179.89,17.3,18,17.3
18/12/2020,17.3,8.09,0.2(1.17 %),"5,043,178",86.79,107,0,17.1,17.4,17.1
17/12/2020,17.1,8,0(0.00 %),"8,406,219",144.51,"1,170,048",19.89,17.2,17.5,17
16/12/2020,17.1,8,0.1(0.59 %),"6,660,662",114.11,"13,900,740",236.99,17,17.3,17
15/12/2020,17,7.95,-0.2(-1.16 %),"6,976,311",119.49,"12,930,914",222.41,17.2,17.4,17
14/12/2020,17.2,8.04,-0.1(-0.58 %),"9,006,160",155.17,"3,250,090",56.23,17.3,17.4,17.1
11/12/2020,17.3,8.09,0.2(1.17 %),"6,168,645",106.05,"4,111,156",70.13,17.1,17.4,17
10/12/2020,17.1,8,-0.3(-1.72 %),"5,319,840",91.65,"3,693,000",64.06,17.4,17.5,17.1
09/12/2020,17.4,8.14,-0.1(-0.57 %),"6,355,602",111.34,"3,639,024",63.61,17.6,17.7,17.4
08/12/2020,17.5,8.18,0.4(2.34 %),"18,041,591",316.42,"5,725,005",97.68,17.1,17.8,17.1
