Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
17/10/2024,10.8,9.73,0.05(0.47 %),"15,741,100",169.23,"700,009",7.62,10.8,10.85,10.7
16/10/2024,10.75,9.68,-0.05(-0.46 %),"9,057,200",97.57,1,0,10.8,10.85,10.7
15/10/2024,10.8,9.73,0(0.00 %),"17,904,800",194.27,"700,000",7.62,10.85,10.95,10.75
14/10/2024,10.8,9.73,0(0.00 %),"14,629,400",158.23,"1,510,001",16.31,10.85,10.9,10.75
11/10/2024,10.8,9.73,0.05(0.47 %),"9,670,200",104.17,1,0,10.8,10.85,10.7
10/10/2024,10.75,9.68,-0.05(-0.46 %),"12,852,800",139.45,0,0,10.9,10.95,10.75
09/10/2024,10.8,9.73,0.05(0.47 %),"11,119,000",120.14,25,0,10.75,10.85,10.75
08/10/2024,10.75,9.68,-0.1(-0.92 %),"20,413,100",220.27,3,0,10.8,10.9,10.7
07/10/2024,10.85,9.77,0(0.00 %),"15,377,900",166.96,3,0,10.9,11,10.75
04/10/2024,10.85,9.77,-0.1(-0.91 %),"16,306,500",177.94,"3,595,004",39.37,10.95,11,10.85
03/10/2024,10.95,9.86,0.05(0.46 %),"46,181,500",512.25,"428,008",4.71,10.9,11.3,10.85
02/10/2024,10.9,9.82,-0.15(-1.36 %),"21,227,700",231.97,"1,200,007",13.2,11,11,10.85
01/10/2024,11.05,9.95,0.05(0.45 %),"27,370,600",303.23,"2,788,006",30.67,11.05,11.2,11
30/09/2024,11,9.91,0(0.00 %),"24,494,700",269.58,0,0,11,11.1,10.9
27/09/2024,11,9.91,0.25(2.33 %),"49,209,100",544.06,"1,525,000",16.07,10.85,11.25,10.85
26/09/2024,10.75,9.68,0.2(1.90 %),"38,977,600",418.33,"3,240,000",34.18,10.55,10.9,10.55
25/09/2024,10.55,9.5,0.1(0.96 %),"19,411,900",204.32,"5,365,000",56.21,10.5,10.6,10.45
24/09/2024,10.45,9.41,0.1(0.97 %),"9,959,200",103.49,"3,777,000",39.09,10.35,10.45,10.35
23/09/2024,10.35,9.32,-0.1(-0.96 %),"7,551,200",78.59,"4,260,001",44.1,10.45,10.5,10.35
20/09/2024,10.45,9.41,0.1(0.97 %),"17,901,400",186.91,"97,000",0.99,10.4,10.5,10.35
