Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
04/08/2023,24.4,20.5,0.95(4.05 %),"18,672,300",446.58,"100,102",2.21,23.6,24.4,23.25
03/08/2023,23.45,19.7,0.35(1.52 %),"17,006,600",396.41,"500,114",11.05,23.05,23.5,23
02/08/2023,23.1,19.4,0.2(0.87 %),"12,406,100",285.43,"400,096",8.8,22.8,23.15,22.8
01/08/2023,22.85,19.19,-0.15(-0.65 %),"13,714,200",315.69,"3,500,094",78.75,23.25,23.25,22.75
31/07/2023,22.95,19.28,0.75(3.38 %),"19,206,000",436.47,"120,113",2.48,22.5,22.95,22.45
28/07/2023,22.2,18.65,0(0.00 %),"8,610,200",191.45,"586,110",13.77,22.2,22.4,22.05
27/07/2023,22.15,18.61,-0.15(-0.67 %),"7,207,700",159.64,"1,000,073",23.2,22.3,22.35,22.05
26/07/2023,22.3,18.73,0(0.00 %),"5,967,200",133.11,67,0,22.3,22.45,22.2
25/07/2023,22.3,18.73,0.2(0.90 %),"13,703,900",305.65,"28,760",0.59,22,22.5,22
24/07/2023,22.05,18.52,-0.05(-0.23 %),"6,759,900",148.98,"1,300,117",26.78,22.1,22.2,21.95
21/07/2023,22.1,18.56,0.1(0.45 %),"6,679,400",146.92,"120,069",2.82,22,22.1,21.9
20/07/2023,22,18.48,0(0.00 %),"6,284,600",137.96,21,0,22,22.05,21.9
19/07/2023,22,18.48,0(0.00 %),"9,552,300",210.56,"454,700",10.17,22,22.15,21.95
18/07/2023,22,18.48,0(0.00 %),"6,780,400",148.75,"1,744,847",35.77,21.9,22,21.85
17/07/2023,22,18.48,0(0.00 %),"6,533,500",143.59,3,0,22.05,22.05,21.9
14/07/2023,22,18.48,0(0.00 %),"6,897,700",151.22,0,0,22.05,22.1,21.8
13/07/2023,22,18.48,0.1(0.46 %),"6,741,100",147.72,"199,500",4.23,22,22,21.8
12/07/2023,21.85,18.35,-0.15(-0.68 %),"5,185,000",113.69,0,0,22.2,22.2,21.8
11/07/2023,22,18.48,0(0.00 %),"8,848,500",195.69,"388,200",8.17,22.3,22.3,21.95
10/07/2023,21.95,18.44,0.25(1.15 %),"9,032,000",197.88,0,0,21.75,22.1,21.7
