Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
11/04/2023,24.95,17.51,-0.05(-0.20 %),"1,597,500",39.69,"100,000",2.68,24.9,25.05,24.7
10/04/2023,25,17.54,-0.1(-0.40 %),"3,637,100",90.96,0,0,25.1,25.15,24.85
07/04/2023,25.05,17.58,0.15(0.60 %),"3,143,400",78.58,"450,000",10.44,24.95,25.1,24.9
06/04/2023,24.9,17.47,-0.4(-1.58 %),"4,331,100",108.91,"500,000",11.78,25.4,25.45,24.9
05/04/2023,25.3,17.75,0.1(0.40 %),"3,318,800",83.57,"100,000",2.69,25.1,25.3,25.05
04/04/2023,25.15,17.65,-0.15(-0.59 %),"7,188,400",180.83,0,0,25.25,25.35,25.05
03/04/2023,25.25,17.72,0.25(1.00 %),"9,966,000",250.59,"1,210,400",30.02,25.25,25.4,25
31/03/2023,25,17.54,0.4(1.63 %),"5,882,100",147.17,0,0,24.7,25.25,24.65
30/03/2023,24.6,17.26,0.2(0.82 %),"2,120,900",52.19,0,0,24.6,24.7,24.55
29/03/2023,24.4,17.12,-0.1(-0.41 %),"15,179,800",370.77,"1,050,000",25.73,24.5,24.6,24.35
28/03/2023,24.45,17.16,-0.05(-0.20 %),"8,286,100",203.82,0,0,24.65,24.8,24.45
27/03/2023,24.45,17.16,-0.15(-0.61 %),"2,458,000",60.27,0,0,24.6,24.75,24.35
24/03/2023,24.55,17.23,0.05(0.20 %),"1,681,900",41.48,0,0,24.6,24.85,24.5
23/03/2023,24.5,17.19,0.3(1.24 %),"7,079,200",171.12,"1,000,000",24.5,24.1,24.6,23.95
22/03/2023,24.15,16.94,-0.05(-0.21 %),"1,861,100",45.06,"3,160,000",76.47,24.35,24.35,24.05
21/03/2023,24.2,16.98,0.2(0.83 %),"1,488,000",35.85,"5,140,000",123.36,24.4,24.4,23.85
20/03/2023,24,16.84,-0.4(-1.64 %),"2,456,100",59.2,0,0,24.2,24.35,24
17/03/2023,24.35,17.09,-0.05(-0.20 %),"1,248,400",30.57,"7,588,800",195.46,24.55,24.65,24.35
16/03/2023,24.4,17.12,-0.4(-1.61 %),"2,498,900",60.92,"20,794,112",551.04,24.5,24.75,24.15
15/03/2023,24.8,17.4,0.7(2.90 %),"1,959,500",48.37,"2,273,000",53.65,24.6,24.8,24.45
