Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
12/12/2024,25.3,,-0.1(-0.39 %),"5,863,500",148.86,"2,648,783",70.25,25.4,25.5,25.25
11/12/2024,25.4,,0.05(0.20 %),"8,827,300",224.08,"20,089",0.47,25.35,25.5,25.2
10/12/2024,25.35,,-0.15(-0.59 %),"3,399,100",86.42,"3,256,438",86.95,25.5,25.5,25.35
09/12/2024,25.5,,-0.15(-0.58 %),"5,414,200",138,"2,976,449",81.55,25.6,25.65,25.35
06/12/2024,25.65,,-0.05(-0.19 %),"6,049,500",154.84,"4,078,100",111.94,25.5,25.75,25.5
05/12/2024,25.7,,0.65(2.59 %),"8,267,100",209.97,"20,002",0.48,25,25.7,24.95
04/12/2024,25.05,,0.05(0.20 %),"4,616,000",115.21,"1,779,502",47.6,24.95,25.05,24.85
03/12/2024,25,,-0.15(-0.60 %),"6,127,300",153.53,"1,740,100",46.81,25.2,25.2,24.95
02/12/2024,25.15,,-0.05(-0.20 %),"2,487,700",62.64,"2,214,102",59.67,25.25,25.35,25.05
29/11/2024,25.2,,0.05(0.20 %),"3,880,000",97.47,"670,001",15.71,25.15,25.2,25
28/11/2024,25.15,,0.1(0.40 %),"4,592,100",115.27,"236,002",6.32,25.15,25.2,24.95
27/11/2024,25.05,,0.05(0.20 %),"2,744,700",68.66,"1,199,501",31.56,24.95,25.2,24.95
26/11/2024,25,,0.1(0.40 %),"3,558,600",89.03,"2,439,200",63.23,24.9,25.1,24.85
25/11/2024,24.9,,-0.05(-0.20 %),"4,108,700",102.36,"1,355,702",35.68,24.95,25,24.8
22/11/2024,24.95,,0.1(0.40 %),"5,693,800",141.53,"2,149,500",53.83,24.85,24.95,24.65
21/11/2024,24.85,,0.35(1.43 %),"7,582,000",185.82,"602,301",15.46,24.5,24.85,24.25
20/11/2024,24.5,,0.2(0.82 %),"6,237,600",152.1,"3,304,887",78.71,24.2,24.55,24.15
19/11/2024,24.3,,-0.2(-0.82 %),"5,784,700",140.86,"1,549,400",40.31,24.5,24.55,24.3
18/11/2024,24.5,,0.1(0.41 %),"8,106,600",197.19,"4,573,693",118.97,24.4,24.6,24.1
15/11/2024,24.4,,-0.15(-0.61 %),"9,277,500",226.65,"20,375,502",534.06,24.55,24.6,24.3
