Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
26/11/2021,141.5,69.73,-3.5(-2.41 %),"1,262,400",181.02,"4,884,500",757.59,144.8,145.5,141.5
25/11/2021,145,71.46,1(0.69 %),"845,700",121.81,"91,200",14.04,144.1,145,142.5
24/11/2021,144,70.97,1(0.70 %),"1,487,500",212.01,"484,000",74.05,143,144,141.3
23/11/2021,143,70.47,4.4(3.17 %),"1,926,200",273.15,0,0,138.6,144,138.1
22/11/2021,138.6,68.31,-0.4(-0.29 %),"1,115,100",154.96,"50,000",7.44,140,140.4,138
19/11/2021,139,68.5,0(0.00 %),"1,378,000",191.33,0,0,140,141,136
18/11/2021,139,68.5,1.1(0.80 %),"2,132,400",296.6,"3,138,442",462.59,138.3,141.5,136.8
17/11/2021,137.9,67.96,0(0.00 %),"862,200",118.46,"712,700",104.29,137.7,138,136.2
16/11/2021,137.9,67.96,-1.5(-1.08 %),"1,490,600",205.3,"20,000",2.81,138,139,136
15/11/2021,139.4,68.7,3.4(2.50 %),"2,631,500",363.84,"20,000",2.64,136.3,139.9,136.3
12/11/2021,136,67.02,1(0.74 %),"1,184,800",160.24,0,0,136,136,133.9
11/11/2021,135,66.53,3.5(2.66 %),"4,441,400",595.91,0,0,131.5,136,130.5
10/11/2021,131.5,64.81,1.5(1.15 %),"765,400",99.69,0,0,130,131.5,129.5
09/11/2021,130,64.07,-1.6(-1.22 %),"1,048,900",137,"222,000",31.26,131.8,132,130
08/11/2021,131.6,64.86,-0.4(-0.30 %),"1,126,300",149.13,0,0,132,133,131.6
05/11/2021,132,65.05,2.1(1.62 %),"1,635,800",216.18,"28,000",3.39,133,133,131
04/11/2021,129.9,64.02,1.1(0.85 %),"950,100",123.31,0,0,128.5,130.6,128
03/11/2021,128.8,63.48,-0.1(-0.08 %),"1,405,000",180.29,"164,800",22.73,128.9,130,127.5
02/11/2021,128.9,63.53,-1.1(-0.85 %),"866,800",111.97,"103,900",14.45,128.5,129.9,128.5
01/11/2021,130,64.07,-1.4(-1.07 %),"1,140,200",148.14,"80,320",11.28,131.5,131.8,129
