Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
24/01/2024,44.4,44.05,-1(-2.20 %),"9,683,400",433.92,"1,365,000",61.53,45.2,45.45,44.35
23/01/2024,45.4,45.04,-0.75(-1.63 %),"6,100,600",278.14,"1,263,500",58.02,46.15,46.15,45.25
22/01/2024,46.15,45.79,0.1(0.22 %),"7,235,900",330.71,"740,000",33.75,46.1,46.3,45.15
19/01/2024,46.05,45.69,0.2(0.44 %),"10,717,800",494.49,"2,126,500",97.19,46,46.7,45.3
18/01/2024,45.85,45.49,0.95(2.12 %),"8,902,000",403.9,"431,000",18.96,44.9,45.85,44.6
17/01/2024,44.9,44.55,0.6(1.35 %),"12,486,000",562.54,"2,315,400",104.36,44.3,45.6,44.3
16/01/2024,44.3,43.95,1.4(3.26 %),"17,419,100",765.04,"771,000",35.02,42.9,44.4,42.8
15/01/2024,42.9,42.56,1(2.39 %),"8,986,100",385.19,"1,139,000",47.78,42.55,43.3,42.25
12/01/2024,41.9,41.57,-0.55(-1.30 %),"7,139,700",300.58,"644,000",27.44,41.85,42.6,41.8
11/01/2024,42.45,42.11,0.2(0.47 %),"4,992,900",212.7,"694,000",29.71,42.25,43.15,42.2
10/01/2024,42.25,41.92,-0.45(-1.05 %),"6,770,700",286.83,"1,136,000",49.05,42.7,42.9,41.9
09/01/2024,42.7,42.36,-0.5(-1.16 %),"9,017,100",384.7,"1,022,000",44.02,43.15,43.2,42.4
08/01/2024,43.2,42.86,-0.65(-1.48 %),"6,213,200",271.18,"1,056,000",45.65,44.3,44.3,43.2
05/01/2024,43.85,43.5,0.65(1.50 %),"9,042,100",394.95,"1,022,000",43.57,43.2,44.1,43
04/01/2024,43.2,42.86,0(0.00 %),"8,516,100",369.03,"1,256,500",53.66,43.2,43.8,43
03/01/2024,43.2,42.86,0.75(1.77 %),"6,083,900",261.08,"1,022,000",43.5,42.4,43.45,42
02/01/2024,42.45,42.11,-0.35(-0.82 %),"7,140,400",303.42,"776,000",33.02,43.1,43.3,42.15
29/12/2023,42.8,42.46,-0.25(-0.58 %),"4,181,100",179.51,"1,202,900",52.18,43.2,43.3,42.65
28/12/2023,43.05,42.71,0.2(0.47 %),"6,371,500",274.47,"1,774,000",75.73,42.85,43.25,42.8
27/12/2023,42.85,42.51,0.15(0.35 %),"5,243,000",224.65,"1,122,000",47.61,42.7,43.05,42.55
