Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
04/08/2021,170,83.78,0.1(0.06 %),"815,700",138.15,"100,000",18.17,170.1,170.9,168.5
03/08/2021,169.9,83.73,0(0.00 %),"868,900",146.98,"30,000",5.45,169.9,170,168
02/08/2021,169.9,83.73,5.8(3.53 %),"1,632,800",275.27,"831,300",145.89,164,172.5,163.5
30/07/2021,164.1,80.87,1.3(0.80 %),"1,779,200",289.35,"950,000",165.4,161.5,164.9,159.5
29/07/2021,162.8,80.23,5.7(3.63 %),"1,317,800",208.74,0,0,159.8,162.8,156
28/07/2021,157.1,77.42,-0.9(-0.57 %),"455,700",71.92,0,0,157.8,160.5,156.1
27/07/2021,158,77.87,-2.3(-1.43 %),"1,477,400",234.63,"952,700",154.99,162,162,157
26/07/2021,160.3,79,-1.4(-0.87 %),"1,139,800",181.51,"121,100",20.95,160.4,161,157.9
23/07/2021,161.7,79.69,-3.5(-2.12 %),"1,223,900",198.83,"842,315",148.82,163.1,165.2,161
22/07/2021,165.2,81.41,1.8(1.10 %),"982,100",161.62,0,0,162.5,168.4,161.8
21/07/2021,163.4,80.53,-1.2(-0.73 %),"520,200",84.97,"653,700",114.19,166,166.6,162.1
20/07/2021,164.6,81.12,8.1(5.18 %),"1,053,200",169.7,"53,300",8.92,158,164.6,156.5
19/07/2021,156.5,77.13,-11.6(-6.90 %),"1,868,000",297.09,"940,000",168.03,161.3,163,156.5
16/07/2021,168.1,82.84,1(0.60 %),"679,400",113.42,"2,085,700",372.71,168.1,168.5,166
15/07/2021,167.1,82.35,0.6(0.36 %),"1,104,100",183.46,"389,800",67.87,164.9,171,163
14/07/2021,166.5,82.06,-8.5(-4.86 %),"1,384,700",232.7,"1,062,780",198.82,173,173.9,164.4
13/07/2021,175,86.24,-1.6(-0.91 %),"651,400",113.79,"582,300",110,178.3,178.3,172
12/07/2021,176.6,87.03,0.1(0.06 %),"1,907,000",328.66,"2,152,500",406.39,176,178.9,165
09/07/2021,176.5,86.98,4(2.32 %),"1,012,200",178.54,"2,247,200",414.61,172.1,179.9,171.8
08/07/2021,172.5,85.01,6.7(4.04 %),"1,585,700",272.28,"386,800",68.62,172,175.2,167.5
