Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
05/09/2023,54.3,53.87,0.5(0.93 %),"8,353,500",453.51,"20,000",1.13,53.8,55.5,53.4
31/08/2023,53.8,53.38,0(0.00 %),"5,206,100",280.34,"500,001",26.92,54,54.4,53.5
30/08/2023,53.8,53.38,0.9(1.70 %),"7,312,500",394.19,"195,000",10.51,53,54.5,52.9
29/08/2023,52.9,52.48,1.2(2.32 %),"8,303,900",434.91,0,0,51.8,53.2,51.5
28/08/2023,51.7,51.29,1.2(2.38 %),"8,495,500",435.5,0,0,50.9,51.9,50.4
25/08/2023,50.5,50.1,0.2(0.40 %),"7,139,000",361.28,0,0,50.3,51.4,50
24/08/2023,50.3,49.9,0.6(1.21 %),"5,727,600",288.03,"906,202",45.16,49.7,50.8,49.7
23/08/2023,49.7,49.31,-0.3(-0.60 %),"4,957,900",248.67,"204,601",10.23,50.7,50.7,49.2
22/08/2023,50,49.6,1(2.04 %),"10,145,800",496.83,"300,009",14.64,49.1,50.2,47.35
21/08/2023,49,48.61,-1.2(-2.39 %),"7,064,800",348.94,"282,012",13.92,50,50.5,48.75
18/08/2023,50.2,49.8,-3.7(-6.86 %),"14,262,600",737.91,"394,901",20.76,53.9,53.9,50.2
17/08/2023,53.9,53.47,0.1(0.19 %),"7,226,900",391.66,"904,509",48.84,54.1,55.2,53.4
16/08/2023,53.8,53.38,-0.2(-0.37 %),"5,141,100",275.19,"33,409",1.78,54,54.3,53
15/08/2023,54,53.57,-0.2(-0.37 %),"8,379,700",460.82,"551,716",30.9,54.6,55.9,54
14/08/2023,54.2,53.77,0.9(1.69 %),"9,615,900",516.31,16,0,53.9,54.3,52.6
11/08/2023,53.3,52.88,1.3(2.50 %),"6,318,800",330.49,31,0,52.2,53.3,51
10/08/2023,52,51.59,-0.6(-1.14 %),"4,979,900",260.9,"370,015",19.46,53,53,51.7
09/08/2023,52.6,52.18,-1(-1.87 %),"8,966,000",472.61,26,0,53.4,53.4,52
08/08/2023,53.6,53.18,-0.2(-0.37 %),"5,735,000",308.24,24,0,54,54.3,53.4
07/08/2023,53.8,53.38,0.8(1.51 %),"6,494,400",351.01,24,0,53.7,54.9,53.3
