Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
19/01/2024,67.8 ( 2.11 %),"2,779","5,553,800","1,998.49","4,411","6,968,800","1,580","-1,415,000"
18/01/2024,66.4 ( 0.15 %),"1,595","2,255,300","1,413.98","1,543","3,144,000","2,038","-888,700"
17/01/2024,66.3 ( -1.19 %),"2,191","3,469,100","1,583.34","2,047","4,116,000","2,011","-646,900"
16/01/2024,67.1 ( 2.29 %),"2,005","3,857,200","1,923.79","2,601","4,028,300","1,549","-171,100"
15/01/2024,65.6 ( 1.23 %),"1,689","2,583,400","1,529.54","1,521","2,571,200","1,690","12,200"
12/01/2024,64.8 ( -1.97 %),"3,984","4,273,800","1,072.74","1,714","3,945,100","2,302","328,700"
11/01/2024,66.1 ( -0.15 %),"3,503","4,477,300","1,278.13","2,065","3,637,800","1,762","839,500"
10/01/2024,66.2 ( 0.15 %),0,0,0,0,0,0,0
09/01/2024,66.1 ( -0.75 %),"4,285","4,319,900","1,008.14","2,041","3,789,400","1,857","530,500"
08/01/2024,66.6 ( -1.91 %),"4,154","4,629,600","1,114.49","2,613","4,461,300","1,707","168,300"
05/01/2024,67.9 ( -0.29 %),"4,471","5,624,200","1,257.93","2,746","5,220,600","1,901","403,600"
04/01/2024,68.1 ( -1.16 %),"2,555","3,590,400","1,405.24","3,049","4,500,700","1,476","-910,300"
03/01/2024,68.9 ( 0.73 %),"4,616","3,294,000",713.6,"2,126","2,912,100","1,370","381,900"
02/01/2024,68.4 ( 2.09 %),"3,525","6,365,500","1,805.82","4,377","6,110,300","1,396","255,200"
29/12/2023,67 ( 0 %),0,0,0,0,0,0,0
28/12/2023,67 ( 0 %),"1,990","3,298,800","1,657.69","2,422","3,778,400","1,560","-479,600"
27/12/2023,67 ( 1.21 %),"2,770","5,040,600","1,819.71","3,962","5,372,800","1,356","-332,200"
26/12/2023,66.2 ( -0.3 %),"3,242","4,434,000","1,367.67","3,712","4,787,200","1,290","-353,200"
25/12/2023,66.4 ( 5.4 %),"3,089","6,214,200","2,011.72","4,447","5,658,600","1,272","555,600"
22/12/2023,63 ( -1.1 %),"3,102","4,021,100","1,296.29","2,420","3,943,300","1,629","77,800"
