Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
17/03/2025,70.5 ( -0.84 %),"3,922","6,711,800","1,711.32","4,173","9,963,000","2,387","-3,251,200"
14/03/2025,71.1 ( 0.99 %),"4,950","10,851,000","2,192.12","9,813","17,690,900","1,803","-6,839,900"
12/03/2025,68.7 ( -0.29 %),"3,158","8,653,700","2,740.25","5,718","11,707,800","2,048","-3,054,100"
11/03/2025,68.9 ( 0 %),"4,939","7,825,100","1,584.35","3,786","7,978,100","2,107","-153,000"
10/03/2025,68.9 ( -0.14 %),"4,127","8,434,700","2,043.78","5,176","11,331,400","2,189","-2,896,700"
07/03/2025,69 ( -0.29 %),"4,230","7,481,100","1,768.58","5,310","9,910,600","1,866","-2,429,500"
06/03/2025,69.2 ( 1.47 %),"3,426","6,706,400","1,957.5","4,109","8,187,600","1,993","-1,481,200"
05/03/2025,68.2 ( -1.3 %),"5,957","10,452,300","1,754.62","8,180","13,220,700","1,616","-2,768,400"
04/03/2025,69.1 ( 1.62 %),"5,585","10,990,300","1,967.82","5,404","8,945,200","1,655","2,045,100"
03/03/2025,68 ( 0.44 %),"2,960","5,210,400","1,760.27","3,450","5,481,700","1,589","-271,300"
28/02/2025,67.7 ( -1.02 %),"5,719","6,783,500","1,186.13","3,118","7,653,300","2,455","-869,800"
27/02/2025,68.4 ( 0.15 %),"3,663","7,586,700","2,071.17","5,775","9,368,900","1,622","-1,782,200"
26/02/2025,68.3 ( -0.15 %),"2,565","3,967,100","1,546.63","3,916","5,089,000","1,300","-1,121,900"
25/02/2025,68.4 ( 1.18 %),"4,057","9,505,700","2,343.04","5,182","10,122,900","1,953","-617,200"
24/02/2025,67.6 ( 0 %),"4,380","6,193,800","1,414.11","2,371","5,600,500","2,362","593,300"
21/02/2025,67.6 ( -0.59 %),"3,149","4,864,600","1,544.81","2,457","4,844,200","1,972","20,400"
20/02/2025,68 ( 0.44 %),"2,438","5,091,200","2,088.27","4,393","6,258,400","1,425","-1,167,200"
19/02/2025,67.7 ( 1.96 %),"2,877","6,007,300","2,088.04","3,434","6,113,200","1,780","-105,900"
18/02/2025,66.4 ( 0 %),"3,865","4,735,000","1,225.1","2,314","5,814,000","2,513","-1,079,000"
17/02/2025,0 ( 0 %),"6,891","8,041,300","1,166.93","2,701","10,153,600","3,759","-2,112,300"
