Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
28/07/2021,124.5 ( -0.8 %),"2,512","1,433,800",570.78,"1,497","1,774,400","1,185","-340,600"
27/07/2021,125.5 ( 3.63 %),"2,887","3,281,700","1,136.72","3,515","2,943,900",838,"337,800"
26/07/2021,121.1 ( 1.76 %),"2,381","2,244,700",942.76,"1,353","1,942,100","1,435","302,600"
23/07/2021,119 ( -3.17 %),"3,044","2,543,700",835.64,"2,073","2,532,200","1,222","11,500"
22/07/2021,122.9 ( 0.74 %),"2,020","2,000,000",990.1,"2,000","2,052,400","1,026","-52,400"
21/07/2021,122 ( -0.81 %),"2,296","2,084,100",907.71,"2,181","2,337,900","1,072","-253,800"
20/07/2021,123 ( 3.02 %),"2,335","3,440,200","1,473.32","2,376","2,855,000","1,202","585,200"
19/07/2021,119.4 ( -0.91 %),"2,866","2,563,600",894.49,"2,858","2,788,000",976,"-224,400"
16/07/2021,120.5 ( 4.78 %),"2,478","4,515,000","1,822.03","3,835","3,779,700",986,"735,300"
15/07/2021,115 ( -1.03 %),"2,378","2,223,500",935.03,"1,340","2,253,800","1,682","-30,300"
14/07/2021,116.2 ( 1.04 %),"2,416","3,068,700","1,270.16","2,336","2,455,100","1,051","613,600"
13/07/2021,115 ( -4.09 %),"3,230","2,818,300",872.54,"1,721","2,716,500","1,578","101,800"
12/07/2021,119.9 ( 2.57 %),"2,619","3,605,800","1,376.79","2,710","3,203,500","1,182","402,300"
09/07/2021,116.9 ( -2.42 %),"2,509","3,450,700","1,375.33","3,256","3,808,100","1,170","-357,400"
08/07/2021,119.8 ( 3.28 %),0,0,0,0,0,0,0
07/07/2021,116 ( 6.42 %),"1,932","3,880,200","2,008.39","2,383","3,342,400","1,403","537,800"
06/07/2021,109 ( -2.33 %),0,0,0,0,0,0,0
02/07/2021,113.9 ( 0.35 %),0,0,0,0,0,0,0
01/07/2021,113.5 ( 1.89 %),"1,542","2,915,700","1,890.86","2,517","2,977,600","1,183","-61,900"
30/06/2021,0 ( 0 %),"2,836","3,663,700","1,291.85","3,987","4,031,100","1,011","-367,400"
