Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
04/01/2023,27.3(-0.73 %),0,0,0,0,0,0,0,22.46%
03/01/2023,27.45(5.98 %),0,0,0,0,0,0,0,22.02%
30/12/2022,25.85(-0.58 %),115,0,115,0,0,0,0,22.46%
29/12/2022,25.95(-0.95 %),0,0,0,19.94,0,19.94,115,22.46%
28/12/2022,26.15(-0.57 %),0,0,"762,700",19.94,"762,700",19.94,0,22.02%
27/12/2022,26.3(2.33 %),-115,-0,"1,211,900",31.87,"1,212,015",31.88,0,0%
26/12/2022,25.7(-6.88 %),0,0,0,20.31,0,20.31,0,0%
23/12/2022,27.6(-0.36 %),0,0,"735,900",20.31,"735,900",20.31,0,0%
22/12/2022,27.7(0.00 %),0,0,"138,000",3.82,"138,000",3.82,0,22.02%
21/12/2022,27.7(0.00 %),0,0,"138,000",3.82,"138,000",3.82,0,22.02%
20/12/2022,27.7(-5.46 %),0,0,"1,316,000",36.45,"1,316,000",36.45,0,22.02%
19/12/2022,29.25(0.17 %),0,0,"187,000",5.47,"187,000",5.47,0,22.02%
16/12/2022,29.15(-1.19 %),0,0,"1,538,180",44.84,"1,538,180",44.84,0,0%
15/12/2022,29.5(2.43 %),0,0,"135,800",4.01,"135,800",4.01,0,22.02%
14/12/2022,28.8(0.00 %),0,0,"1,072,000",30.87,"1,072,000",30.87,0,0%
13/12/2022,28.8(5.88 %),0,0,0,54.4,0,54.4,0,22.02%
12/12/2022,27.2(-3.89 %),0,0,"2,000,000",54.4,"2,000,000",54.4,0,0%
09/12/2022,28.25(0.18 %),0,0,"1,176,600",33.24,"1,176,600",33.24,0,22.46%
08/12/2022,28.2(6.82 %),0,0,0,12.46,0,12.46,0,22.46%
07/12/2022,26.4(-2.58 %),0,0,0,12.46,0,12.46,0,22.02%
