Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
18/10/2024,24.45(0.41 %),"5,100",0.13,"224,800",5.51,"219,700",5.38,"44,385,088",21.86%
17/10/2024,24.35(0.62 %),"33,600",0.85,"997,300",24.2,"963,700",23.35,"43,132,388",21.87%
16/10/2024,24.2(-0.21 %),"-89,000",-2.16,"1,388,500",33.58,"1,477,500",35.73,"42,564,788",21.88%
15/10/2024,24.25(-0.41 %),"-439,000",-10.68,"1,125,900",27.4,"1,564,900",38.08,"43,404,588",21.87%
14/10/2024,24.35(-0.41 %),"2,850,300",69.74,"3,399,000",83.15,"548,700",13.41,"43,984,268",21.86%
11/10/2024,24.45(-0.41 %),"2,545,400",62.06,"3,091,600",75.4,"546,200",13.34,"46,386,568",21.83%
10/10/2024,24.55(-0.41 %),"5,467,000",135.75,"6,202,700",154.01,"735,700",18.26,"47,089,168",21.82%
09/10/2024,24.65(1.02 %),"7,993,900",196.06,"10,540,900",258.53,"2,547,000",62.46,"52,829,919",21.74%
08/10/2024,24.4(1.04 %),"5,684,500",138.75,"6,274,500",153.15,"590,000",14.4,"63,173,399",21.59%
07/10/2024,24.15(0.42 %),"1,660,700",40.15,"1,858,100",44.91,"197,400",4.76,"68,678,699",21.51%
04/10/2024,24.05(-1.23 %),"1,401,600",33.98,"2,170,800",52.6,"769,200",18.63,"69,957,319",21.49%
03/10/2024,24.35(-2.21 %),"3,495,000",87.55,"4,074,500",101.94,"579,500",14.39,"70,784,919",21.48%
02/10/2024,24.9(1.01 %),"10,571,800",262.74,"11,767,000",292.26,"1,195,200",29.52,"74,182,618",21.43%
01/10/2024,24.65(1.86 %),"14,654,600",360.36,"15,331,400",376.95,"676,800",16.58,"78,537,578",21.37%
30/09/2024,24.2(0.00 %),"-373,100",-8.82,"6,914,900",167.13,"7,288,000",175.95,"91,972,480",21.18%
27/09/2024,24.2(0.41 %),"1,319,700",31.88,"3,216,200",77.83,"1,896,500",45.95,"97,366,896",21.1%
26/09/2024,24.1(1.26 %),"2,365,700",57.18,"3,786,300",91.33,"1,420,600",34.16,"100,217,096",21.06%
25/09/2024,23.8(1.06 %),"3,314,100",79.03,"3,527,100",84.1,"213,000",5.07,"102,734,276",21.03%
24/09/2024,23.55(0.86 %),"333,700",7.85,"1,592,000",37.3,"1,258,300",29.45,"105,157,876",20.99%
23/09/2024,23.35(-0.85 %),"28,600",0.67,"1,033,100",24.24,"1,004,500",23.57,"105,629,676",20.99%
