Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/12/2021,39.25(-0.25 %),"-5,100",-0.2,0,0,"5,100",0.2,"66,841,422",0.48%
17/12/2021,39.35(-0.76 %),"-16,600",-0.65,0,0,"16,600",0.65,"66,836,322",0.48%
16/12/2021,39.65(-0.25 %),0,0,0,0,0,0,"66,819,722",0.48%
15/12/2021,39.75(0.25 %),"-1,000",-0.04,0,0,"1,000",0.04,"66,819,722",0.48%
14/12/2021,39.65(-0.25 %),-500,-0.02,0,0,500,0.02,"66,818,722",0.48%
13/12/2021,39.75(0.38 %),"-6,400",-0.25,0,0,"6,400",0.25,"66,818,222",0.53%
10/12/2021,39.6(0.00 %),100,0,100,0,0,0,"66,811,822",0.53%
09/12/2021,39.6(0.25 %),"1,100",0.04,"1,100",0.04,0,0,"66,811,922",0%
08/12/2021,39.5(2.33 %),"-7,100",-0.27,200,0.01,"7,300",0.28,"66,813,022",0.02%
07/12/2021,38.6(1.58 %),-900,-0.03,100,0,"1,000",0.04,"66,805,922",0.02%
06/12/2021,38(-1.30 %),"-20,500",-0.77,"2,100",0.08,"22,600",0.85,"66,805,022",0.02%
03/12/2021,38.5(-2.65 %),"-22,100",-0.86,0,0,"22,100",0.86,"66,784,522",0.03%
02/12/2021,39.55(-0.38 %),0,0,0,0,0,0,"66,762,422",0.03%
01/12/2021,39.7(0.25 %),0,-0,"3,100",0.12,"3,100",0.12,"66,762,422",0.03%
30/11/2021,39.6(-0.38 %),"-9,200",-0.36,"9,800",0.38,"19,000",0.75,"66,835,121",0.02%
29/11/2021,39.75(-2.57 %),0,0,0,0,0,0,"66,825,921",0.02%
26/11/2021,40.8(-0.49 %),0,0,0,0,0,0,"66,825,921",0%
25/11/2021,41(3.80 %),"7,100",0.29,"16,000",0.65,"8,900",0.36,"66,825,921",0.02%
24/11/2021,39.5(6.90 %),"40,800",1.61,"40,800",1.61,0,0,"66,833,021",0.02%
23/11/2021,36.95(0.00 %),0,0,0,0,0,0,"66,873,821",0.02%
