Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
05/04/2023,31.55(0.16 %),"41,100",1.3,"54,800",1.73,"13,700",0.43,"97,778,950",0.21%
04/04/2023,31.5(-0.32 %),"1,390",0.04,"13,290",0.42,"11,900",0.37,"97,822,350",0.21%
03/04/2023,31.6(0.32 %),"-11,400",-0.36,0,0,"11,400",0.36,"97,807,840",0.21%
31/03/2023,31.45(-0.16 %),"-27,800",-0.87,0,0,"27,800",0.87,"97,798,540",0.21%
30/03/2023,31.45(0.16 %),"-9,300",-0.29,0,0,"9,300",0.29,"97,790,640",0.21%
29/03/2023,31.4(-0.32 %),"-7,900",-0.25,0,0,"7,900",0.25,"97,785,640",0.21%
28/03/2023,31.5(-0.63 %),"-2,700",-0.09,"2,300",0.07,"5,000",0.16,"97,719,940",0%
27/03/2023,31.7(0.00 %),"1,700",0.05,"1,700",0.05,0,0,"97,717,240",0.21%
24/03/2023,31.7(-1.55 %),"-9,400",-0.3,0,0,"9,400",0.3,"97,718,940",0.21%
23/03/2023,32.15(-0.16 %),"10,000",0.32,"10,000",0.32,0,0,"97,709,540",0.21%
22/03/2023,32.15(-0.16 %),0,0,0,0,0,0,"97,719,540",0.21%
21/03/2023,32.15(0.16 %),"-24,800",-6.96,0,0,"24,800",6.96,"97,719,540",0.21%
20/03/2023,32.1(-0.62 %),"-44,200",-1.42,"1,700",0.05,"45,900",1.47,"97,719,540",0.21%
17/03/2023,32.25(0.16 %),0,0.05,0,0.05,0,0,"97,721,240",0.21%
16/03/2023,32.2(-1.23 %),"1,500",0.05,"1,500",0.05,0,0,"97,721,240",0.21%
15/03/2023,32.55(0.77 %),"2,000",0.07,"2,000",0.07,0,0,"97,709,040",0.21%
14/03/2023,32.3(-0.31 %),"3,800",0.12,"17,500",0.57,"13,700",0.44,"97,708,940",0.21%
13/03/2023,32.4(0.00 %),"19,700",0.64,"21,800",0.71,"2,100",0.07,"97,678,147",0%
10/03/2023,32.4(-0.61 %),"-44,293",-1.44,"5,200",0.17,"49,493",1.6,"97,697,847",0.21%
09/03/2023,32.6(0.31 %),"25,276",0.82,"26,176",0.85,900,0.03,"97,699,347",0.21%
