Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
23/11/2023,22.6 ( -0.88 %),"3,731","12,960,200","3,473.65","2,497","9,497,400","3,804","3,462,800"
22/11/2023,22.8 ( 0.88 %),"3,412","8,358,200","2,449.65","2,143","5,516,600","2,574","2,841,600"
21/11/2023,22.6 ( 0.22 %),"3,805","9,147,700","2,404.13","2,468","6,754,800","2,737","2,392,900"
20/11/2023,22.55 ( -1.1 %),"4,221","8,154,400","1,931.86","1,568","6,713,400","4,282","1,441,000"
17/11/2023,22.8 ( -4.4 %),"6,881","12,912,900","1,876.6","3,121","13,795,000","4,420","-882,100"
16/11/2023,23.85 ( -1.04 %),"3,793","7,837,800","2,066.39","1,995","7,693,900","3,857","143,900"
15/11/2023,24.1 ( 0.42 %),"2,607","6,812,500","2,613.16","3,343","8,826,000","2,640","-2,013,500"
14/11/2023,24 ( 2.13 %),"2,341","6,673,900","2,850.88","2,488","7,396,400","2,973","-722,500"
13/11/2023,23.5 ( -1.88 %),"3,167","7,336,800","2,316.64","2,256","7,956,400","3,527","-619,600"
10/11/2023,23.95 ( -1.44 %),"3,734","8,185,500","2,192.15","2,518","7,978,800","3,169","206,700"
09/11/2023,24.3 ( 2.53 %),"3,399","12,313,900","3,622.8","3,658","11,190,100","3,059","1,123,800"
08/11/2023,23.7 ( 2.38 %),"4,238","10,681,000","2,520.29","2,173","8,131,300","3,742","2,549,700"
07/11/2023,23.15 ( -3.54 %),"4,714","9,072,700","1,924.63","1,976","8,275,500","4,188","797,200"
06/11/2023,24 ( -1.64 %),"3,563","8,705,000","2,443.17","2,357","10,594,500","4,495","-1,889,500"
03/11/2023,24.4 ( 4.95 %),"3,233","16,421,000","5,079.18","3,569","16,873,800","4,728","-452,800"
01/11/2023,22.7 ( 2.25 %),"4,635","11,109,000","2,396.76","2,643","9,252,400","3,501","1,856,600"
31/10/2023,22.2 ( -3.9 %),"4,800","8,419,100","1,753.98","3,047","10,337,300","3,393","-1,918,200"
30/10/2023,23.1 ( 0.87 %),"4,657","10,718,400","2,301.57","3,653","8,764,200","2,399","1,954,200"
27/10/2023,22.9 ( -6.91 %),"6,380","15,388,900","2,412.05","4,532","20,482,200","4,519","-5,093,300"
26/10/2023,0 ( 0 %),"4,194","9,949,200","2,372.25","1,423","17,719,900","12,452","-7,770,700"
