Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
15/07/2022,26.2 ( 0.38 %),"1,761","2,297,900","1,304.88","1,282","2,823,300","2,202","-525,400"
14/07/2022,26.05 ( -0.95 %),"1,370","1,960,800","1,431.24","1,273","2,693,900","2,116","-733,100"
13/07/2022,26.25 ( 0.19 %),"1,315","2,073,800","1,577.03",972,"1,685,800","1,734","388,000"
12/07/2022,26.2 ( 0.77 %),"1,633","2,374,000","1,453.77","1,127","2,167,900","1,924","206,100"
11/07/2022,26 ( -3.7 %),"4,093","5,612,300","1,371.19","1,729","6,154,600","3,560","-542,300"
08/07/2022,27 ( 0 %),"1,014","1,877,800","1,851.87",801,"2,312,600","2,887","-434,800"
07/07/2022,27 ( 3.85 %),"2,149","3,708,800","1,725.83","1,222","3,586,000","2,935","122,800"
06/07/2022,26 ( -7.14 %),"2,850","3,967,300","1,392.04","1,000","5,240,100","5,240","-1,272,800"
05/07/2022,27.95 ( -1.93 %),973,"1,672,600","1,719.01","1,116","2,439,000","2,185","-766,400"
04/07/2022,28.5 ( -0.7 %),692,"1,644,800","2,376.88",911,"2,036,800","2,236","-392,000"
01/07/2022,28.65 ( 0.17 %),"1,639","2,763,000","1,685.78","1,659","3,261,100","1,966","-498,100"
30/06/2022,28.55 ( 0.18 %),"1,059","2,688,700","2,538.9","1,330","3,556,100","2,674","-867,400"
29/06/2022,28.45 ( -1.56 %),"1,001","1,859,000","1,857.14","1,240","2,475,800","1,997","-616,800"
28/06/2022,28.85 ( 0.17 %),785,"2,225,200","2,834.65","1,741","3,017,000","1,733","-791,800"
27/06/2022,28.75 ( 4.17 %),864,"2,220,500","2,570.02","1,244","2,133,100","1,715","87,400"
24/06/2022,27.55 ( -1.96 %),881,"1,516,000","1,720.77",868,"1,842,200","2,122","-326,200"
23/06/2022,28.05 ( -1.58 %),913,"1,343,800","1,471.85",791,"1,424,800","1,801","-81,000"
22/06/2022,28.5 ( 1.79 %),686,"1,911,300","2,786.15","1,075","2,112,600","1,965","-201,300"
21/06/2022,28 ( -2.44 %),"1,491","3,459,500","2,320.25",842,"3,728,700","4,428","-269,200"
20/06/2022,28.7 ( -2.38 %),"1,407","3,166,600","2,250.6","1,164","3,585,000","3,080","-418,400"
