LƯU CHUYỂN TIỀN TỆ GIÁN TIẾP,Q4/2006,Q1/2007,Q2/2007,Q3/2007,Q4/2007
Giai đoạn,01/10-31/12,01/01-31/03,01/04-30/06,01/07-30/09,01/10-31/12
Hợp nhất,Mới nhất,Hợp nhất,Mới nhất,Mới nhất,Mới nhất
Kiểm toán,VST Tính,Chưa kiểm toán,VST Tính,VST Tính,VST Tính
Công ty kiểm toán,,,,,
Ý kiến kiểm toán,,,,,
,,,,,
I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,,
1. Lợi nhuận trước thuế,609,,,659,"1,029"
2. Điều chỉnh cho các khoản,,,,,
Khấu hao TSCĐ và BĐSĐT,107,,,121,171
Các khoản dự phòng,-1,,,,10
"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,,,,-1
"Lãi, lỗ từ hoạt động đầu tư",-1,,,-3,-6
Chi phí lãi vay,58,,,31,43
"Lãi, lỗ từ thanh lý TSCĐ",,,,,
Thu nhập lãi vay và cổ tức,,,,,
Phân bổ lợi thế thương mại,,,,,
Điều chỉnh cho các khoản khác,,,,,
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,773,,,809,"1,247"
"Tăng, giảm các khoản phải thu",-581,,,124,-194
"Tăng, giảm hàng tồn kho",-200,,,-308,-875
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập phải nộp)",392,,,-107,805
"Tăng, giảm chi phí trả trước",-2,,,-12,-40
"Tăng, giảm chứng khoán kinh doanh",,,,,
Tiền lãi vay đã trả,-58,,,-31,-43
Thuế thu nhập doanh nghiệp đã nộp,-98,,,-75,-106
Tiền thu khác từ hoạt động kinh doanh,,,,,
Tiền chi khác cho hoạt động kinh doanh,-89,,,-71,-57
Lưu chuyển tiền thuần từ hoạt động kinh doanh,136,,,330,736
II. Lưu chuyển tiền từ hoạt động đầu tư,,,,,
"1. Tiền chi để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",-247,,,-315,-487
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",1,,,3,7
"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,,,,-5
"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,,,-96,
5. Tiền chi đầu tư góp vốn vào đơn vị khác,-12,,,,-307
6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,,,,
"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,,,,
8. Tăng giảm tiền gửi ngân hàng có kỳ hạn,,,,,
9. Mua lại khoản góp vốn của cổ đông thiểu số trong công ty con,,,,,
10. Tiền thu khác từ hoạt động đầu tư,,,,,
11. Tiền chi khác cho hoạt động đầu tư,,,,,
Lưu chuyển tiền thuần từ hoạt động đầu tư,-258,,,-408,-792
III. Lưu chuyển tiền từ hoạt động tài chính,,,,,
"1. Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",591,,,40,11
"2. Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,26
3. Tiền thu từ đi vay,"5,582",,,"4,145",-1
4. Tiền trả nợ gốc vay,"-5,762",,,"-4,150","6,182"
5. Tiền trả nợ gốc thuê tài chính,,,,,"-5,656"
"6. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",-35,,,-95,-280
7. Tiền thu khác từ hoạt động tài chính,,,,,
8. Tiền chi khác cho hoạt động tài chính,,,,,
Lưu chuyển tiền thuần từ hoạt động tài chính,376,,,-61,282
Lưu chuyển tiền thuần trong kỳ,254,,,-139,226
Tiền và tương đương tiền đầu kỳ,,,,669,531
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,,,1,
Tiền và tương đương tiền cuối kỳ,669,,,531,896
