Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
13/09/2022,27.5(1.48 %),"1,127,885",7.35,"1,148,125",7.63,"20,240",0.28,"152,068,567",26.84%
12/09/2022,27.05(0.56 %),"279,122",-6.27,"316,672",1.53,"37,550",7.8,"152,926,292",26.82%
09/09/2022,26.85(-0.19 %),"-233,400",-6.27,"57,000",1.53,"290,400",7.8,"152,492,764",26.83%
08/09/2022,26.85(-2.01 %),"-687,800",-18.47,"62,400",1.68,"750,200",20.14,"151,993,464",26.84%
07/09/2022,27.35(-3.36 %),"-374,400",-10.24,"168,400",4.61,"542,800",14.85,"151,513,164",26.85%
06/09/2022,28.25(0.89 %),"-69,100",-1.95,"473,600",13.38,"542,700",15.33,"151,610,364",26.85%
05/09/2022,27.95(-1.24 %),"-48,700",-1.36,"22,500",0.63,"71,200",1.99,"152,012,464",26.84%
31/08/2022,28.25(-0.53 %),"149,600",4.23,"233,100",6.59,"83,500",2.36,"151,972,964",26.84%
30/08/2022,28.4(1.79 %),"1,229,800",34.93,"1,291,800",36.69,"62,000",1.76,"151,991,264",26.84%
29/08/2022,27.9(-2.11 %),"-72,200",-2.01,"142,600",3.98,"214,800",5.99,"153,230,364",26.81%
26/08/2022,28.45(-0.87 %),"503,800",14.33,"546,500",15.55,"42,700",1.21,"153,145,564",26.81%
25/08/2022,28.7(1.77 %),"1,125,900",32.31,"1,353,300",38.84,"227,400",6.53,"152,567,164",26.83%
24/08/2022,28.2(0.71 %),"-1,077,800",-30.39,"39,100",1.1,"1,116,900",31.5,"152,289,064",26.83%
23/08/2022,28(0.00 %),"-1,543,700",-43.22,"87,700",2.46,"1,631,400",45.68,"151,368,864",26.85%
22/08/2022,28(-1.06 %),"-837,100",-23.44,"122,200",3.42,"959,300",26.86,"149,920,464",26.88%
19/08/2022,28.25(-1.91 %),"-884,000",-24.97,"690,100",19.5,"1,574,100",44.47,"149,744,664",26.88%
18/08/2022,28.75(-1.20 %),"-22,900",-0.66,"275,100",7.91,"298,000",8.57,"150,294,064",26.87%
17/08/2022,29.1(-0.34 %),"831,800",24.21,"972,500",28.3,"140,700",4.09,"150,378,964",26.87%
16/08/2022,29.2(-1.02 %),"319,100",9.32,"475,800",13.89,"156,700",4.58,"151,362,208",26.85%
15/08/2022,29.45(2.61 %),"1,734,400",51.08,"1,742,000",51.3,"7,600",0.22,"151,823,708",26.84%
