Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
04/01/2021,35.5(2.75 %),"-214,900",-76.59,"100,570",35.49,"315,470",112.08,"40,304,574",28.92%
31/12/2020,34.55(0.58 %),"303,410",10.47,"309,850",10.69,"6,440",0.22,"38,876,104",98.96%
30/12/2020,34.35(0.59 %),"-173,200",-5.99,"69,230",2.39,"242,430",8.38,"39,179,514",28.95%
29/12/2020,34.15(-0.44 %),"-1,075,920",-36.95,"29,110",1,"1,105,030",37.95,"39,662,664",98.93%
28/12/2020,34.3(-1.15 %),"-353,900",-12.21,"981,680",34.02,"1,335,580",46.23,"38,027,894",28.98%
25/12/2020,34.7(2.21 %),"-27,722",-9.39,180,0.06,"27,902",9.45,"38,720,594",28.96%
24/12/2020,33.95(-1.59 %),"-167,350",-5.6,"803,590",26.97,"970,940",32.57,"38,675,474",28.96%
23/12/2020,34.5(-0.86 %),"51,781",18.06,"80,679",28.07,"28,898",10.01,"39,473,784",28.94%
22/12/2020,34.8(-0.14 %),"777,240",27.25,"832,060",29.17,"54,820",1.92,"40,278,554",28.92%
21/12/2020,34.85(0.72 %),"62,740",2.18,"83,820",2.92,"21,080",0.74,"39,083,324",98.95%
18/12/2020,34.6(1.47 %),"364,930",12.59,"573,670",19.81,"208,740",7.22,"39,146,064",98.95%
17/12/2020,34.1(-3.67 %),"-1,981,110",-68.36,"54,220",1.87,"2,035,330",70.23,"36,996,354",29.01%
16/12/2020,35.4(1.14 %),"1,471,850",52,"1,638,020",57.88,"166,170",5.88,"37,529,884",98.99%
15/12/2020,35(-1.13 %),"-1,212,630",-42.17,"1,065,710",37.47,"2,278,340",79.64,"39,001,734",98.95%
14/12/2020,35.4(1.87 %),"70,783",25.39,"449,644",158.41,"378,861",133.02,"35,737,444",29.04%
11/12/2020,34.75(2.21 %),"39,030",1.14,"1,143,810",39.53,"1,104,780",38.39,"37,906,424",28.98%
10/12/2020,34(-1.45 %),"-424,120",-14.61,"714,980",24.7,"1,139,100",39.31,"38,237,064",28.97%
09/12/2020,34.5(0.00 %),"-3,528",-1.24,"29,218",10.13,"32,746",11.37,"38,411,654",28.97%
08/12/2020,34.5(-0.58 %),"-53,630",-18.51,"27,687",9.55,"81,317",28.06,"34,605,434",29.07%
07/12/2020,34.7(0.00 %),"-488,610",-17.09,"59,680",2.08,"548,290",19.17,"34,294,794",29.08%
