Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
31/07/2023,30(1.69 %),"116,200",3.47,"266,000",7.93,"149,800",4.46,"145,682,370",26.97%
28/07/2023,29.5(0.34 %),"-1,008,600",-29.67,"521,800",15.35,"1,530,400",45.01,"145,798,570",26.97%
27/07/2023,29.35(-1.51 %),"-1,801,600",-53.15,"247,100",7.29,"2,048,700",60.44,"144,789,970",26.99%
26/07/2023,29.8(-0.33 %),"-1,148,600",-34.28,"733,600",21.9,"1,882,200",56.18,"142,988,370",27.02%
25/07/2023,29.9(0.00 %),"-193,700",-5.8,"206,100",6.18,"399,800",11.98,"141,839,770",27.05%
24/07/2023,29.85(0.51 %),"-939,100",-28.01,"97,900",2.93,"1,037,000",30.94,"140,222,362",27.08%
21/07/2023,29.7(0.00 %),"-1,711,300",-50.67,"87,200",2.59,"1,798,500",53.26,"140,210,305",27.08%
20/07/2023,29.65(-0.84 %),"-1,095,400",-32.39,"541,900",16.12,"1,637,300",48.51,"138,499,005",27.12%
19/07/2023,29.9(0.00 %),"665,900",20.14,"1,672,200",50.03,"1,006,300",29.89,"137,403,605",27.14%
18/07/2023,29.85(0.51 %),"-475,200",-14.17,"234,400",6.99,"709,600",21.17,"137,958,405",27.13%
17/07/2023,29.7(-0.67 %),"-1,763,700",-52.28,"863,900",25.65,"2,627,600",77.93,"137,483,205",27.14%
14/07/2023,29.9(-0.33 %),"-988,800",-29.44,"238,000",7.09,"1,226,800",36.53,"135,719,505",27.18%
13/07/2023,30(0.00 %),"-73,200",-2.21,"488,000",14.63,"561,200",16.84,"134,359,091",27.2%
12/07/2023,30(-0.99 %),"-530,400",-15.97,"76,900",2.32,"607,300",18.28,"134,285,891",27.21%
11/07/2023,30.3(2.02 %),"1,625,900",49.37,"2,282,200",69.34,"656,300",19.98,"133,755,491",27.22%
10/07/2023,29.7(0.34 %),"-1,492,200",-44.15,"306,500",9.09,"1,798,700",53.23,"135,381,391",27.18%
07/07/2023,29.6(0.68 %),"-299,700",-8.72,"803,000",23.48,"1,102,700",32.2,"133,889,191",27.21%
06/07/2023,29.35(-0.84 %),"249,700",7.26,"1,274,700",37.22,"1,025,000",29.97,"134,463,891",27.2%
05/07/2023,29.55(0.17 %),"423,100",12.52,"633,400",18.73,"210,300",6.21,"134,858,139",27.19%
04/07/2023,29.45(0.51 %),"-696,200",-20.31,"759,500",22.23,"1,455,700",42.54,"135,281,239",27.19%
