Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
19/05/2022,97 ( -0.72 %),"3,743","2,874,900",768.07,"1,950","2,572,400","1,319","302,500"
18/05/2022,97.7 ( -2.01 %),"4,131","3,444,500",833.82,"2,544","3,972,800","1,562","-528,300"
17/05/2022,99.7 ( 6.97 %),"3,325","3,843,200","1,155.85","2,949","3,125,000","1,060","718,200"
16/05/2022,93.2 ( -0.43 %),0,0,0,0,0,0,0
13/05/2022,93.6 ( -2.09 %),"5,531","6,667,000","1,205.39","4,700","6,702,500","1,426","-35,500"
12/05/2022,95.6 ( -6.18 %),"3,852","3,808,300",988.66,"3,359","4,351,600","1,296","-543,300"
11/05/2022,101.9 ( 3.56 %),"2,500","2,866,100","1,146.44","2,395","2,855,300","1,192","10,800"
10/05/2022,98.4 ( 4.68 %),"5,076","5,297,100","1,043.56","3,270","4,200,500","1,285","1,096,600"
09/05/2022,94 ( -6.19 %),"7,176","6,872,700",957.73,"4,044","6,900,600","1,706","-27,900"
06/05/2022,100.2 ( -4.3 %),"4,401","3,863,800",877.94,"2,286","3,866,500","1,691","-2,700"
05/05/2022,104.7 ( 0.19 %),"3,653","3,688,500","1,009.72","2,621","3,665,000","1,398","23,500"
04/05/2022,104.5 ( -0.48 %),"3,579","3,033,300",847.53,"2,098","2,816,300","1,342","217,000"
29/04/2022,105 ( -0.47 %),"5,616","8,257,500","1,470.35","3,018","6,411,600","2,124","1,845,900"
28/04/2022,105.5 ( 2.43 %),"3,561","4,610,100","1,294.61","3,384","4,635,300","1,370","-25,200"
27/04/2022,103 ( -1.25 %),"4,971","4,728,300",951.18,"2,068","4,026,500","1,947","701,800"
26/04/2022,104.3 ( 0.87 %),0,0,0,0,0,0,0
25/04/2022,103.4 ( -6.93 %),"5,999","5,677,300",946.37,"4,568","11,599,400","2,539","-5,922,100"
22/04/2022,111.1 ( -0.8 %),"7,817","9,806,600","1,254.52","4,417","8,959,300","2,028","847,300"
21/04/2022,112 ( 0 %),"4,270","6,908,300","1,617.87","3,835","6,560,300","1,711","348,000"
20/04/2022,112 ( 0 %),"5,138","5,556,400","1,081.43","3,096","5,288,100","1,708","268,300"
