Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
12/09/2022,84.6 ( 0.36 %),"1,731","1,629,100",941.13,"1,501","2,007,100","1,337","-378,000"
09/09/2022,84.3 ( 0 %),"1,655","1,933,100","1,168.04","1,733","2,298,800","1,326","-365,700"
08/09/2022,84.3 ( 0.36 %),"2,824","2,386,100",844.94,"2,075","2,144,600","1,034","241,500"
07/09/2022,84 ( -2.1 %),"4,813","3,084,700",640.91,"2,034","3,392,900","1,668","-308,200"
06/09/2022,85.8 ( -0.46 %),"2,579","1,993,700",773.05,"1,921","2,258,900","1,176","-265,200"
05/09/2022,86.2 ( -0.46 %),"2,309","1,678,100",726.76,"1,828","2,276,400","1,245","-598,300"
31/08/2022,86.6 ( 0.23 %),"2,299","2,321,500","1,009.79","1,779","2,618,200","1,472","-296,700"
30/08/2022,86.4 ( -0.12 %),"2,025","2,250,900","1,111.56","2,141","3,513,300","1,641","-1,262,400"
29/08/2022,86.5 ( -0.8 %),"4,442","3,903,200",878.7,"2,550","4,175,200","1,637","-272,000"
26/08/2022,87.2 ( 1.04 %),"2,531","2,930,400","1,157.8","3,352","4,210,500","1,256","-1,280,100"
25/08/2022,86.3 ( 0.12 %),"2,747","2,114,200",769.64,"2,500","2,481,600",993,"-367,400"
24/08/2022,86.2 ( 0.23 %),"1,725","1,852,400","1,073.86","2,070","2,331,300","1,126","-478,900"
23/08/2022,87 ( 0.23 %),"2,819","2,534,400",899.04,"1,465","1,691,200","1,154","843,200"
22/08/2022,86.8 ( -0.12 %),"3,072","2,650,800",862.89,"1,564","2,751,700","1,759","-100,900"
19/08/2022,86.9 ( -1.59 %),"3,894","3,041,500",781.07,"2,452","3,145,900","1,283","-104,400"
18/08/2022,88.3 ( 0 %),"2,988","3,575,000","1,196.45","4,115","4,964,300","1,206","-1,389,300"
17/08/2022,88.3 ( -0.45 %),"2,986","2,381,600",797.59,"2,920","3,466,600","1,187","-1,085,000"
16/08/2022,88.7 ( -0.22 %),"2,879","2,491,000",865.23,"2,789","3,446,600","1,236","-955,600"
15/08/2022,88.9 ( 2.77 %),"3,568","5,663,100","1,587.19","4,808","5,416,300","1,127","246,800"
12/08/2022,86.5 ( 0.58 %),"2,120","2,499,100","1,178.82","1,805","2,296,500","1,272","202,600"
