Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
26/12/2023,18.5,17.57,0(0.00 %),"8,402,900",154.52,"4,680,000",88.92,18.5,18.55,18.25
25/12/2023,18.5,17.57,0.35(1.93 %),"8,637,100",159.09,"3,288,000",59.59,18.25,18.5,18.25
22/12/2023,18.15,17.23,-0.05(-0.27 %),"10,359,500",188.1,"2,075,000",38.39,18.2,18.35,18.05
21/12/2023,18.2,17.28,-0.05(-0.27 %),"9,592,700",173.9,"8,420,000",156.69,18.2,18.25,18
20/12/2023,18.25,17.33,-0.05(-0.27 %),"7,715,000",140.15,"1,932,000",36.4,18.3,18.35,18.05
19/12/2023,18.3,17.38,-0.1(-0.54 %),"11,907,200",216.04,"5,875,000",110.65,18.1,18.3,18
18/12/2023,18.4,17.47,-0.3(-1.60 %),"22,104,100",403.14,"5,826,000",111.34,18.65,18.7,18.05
15/12/2023,18.7,17.76,-0.3(-1.58 %),"12,092,300",227.75,"4,545,001",88.73,19,19.1,18.65
14/12/2023,19,18.04,-0.2(-1.04 %),"9,433,900",180.24,"4,189,999",80.99,19.2,19.3,18.95
13/12/2023,19.2,18.23,-0.25(-1.29 %),"9,962,400",191.54,"2,766,000",54.19,19.35,19.4,19.1
12/12/2023,19.45,18.47,0.05(0.26 %),"6,823,800",131.76,"2,037,000",39.67,19.4,19.45,19.2
11/12/2023,19.4,18.42,-0.2(-1.02 %),"7,675,600",148.48,"11,284,985",220.94,19.5,19.6,19.2
08/12/2023,19.6,18.61,-0.05(-0.25 %),"8,339,400",162.99,"5,848,000",115.11,19.65,19.7,19.3
07/12/2023,19.65,18.66,0.25(1.29 %),"17,158,000",332.23,"5,760,000",112.56,19.4,19.65,19.15
06/12/2023,19.4,18.42,0.25(1.31 %),"9,473,600",183.22,"4,346,407",83.62,19.25,19.45,19.15
05/12/2023,19.15,18.18,-0.35(-1.79 %),"11,505,600",222.17,"5,744,407",111.7,19.5,19.55,19.15
04/12/2023,19.5,18.52,0.2(1.04 %),"10,850,300",211,"4,170,000",81.49,19.3,19.6,19.25
01/12/2023,19.3,18.33,0.2(1.05 %),"4,871,900",93.28,"1,850,000",35.34,19.2,19.35,19.05
30/11/2023,19.1,18.14,-0.15(-0.78 %),"6,750,000",130.01,"2,925,000",55.21,19.2,19.45,19.1
29/11/2023,19.25,18.28,-0.1(-0.52 %),"5,477,900",105.87,"3,175,700",61.87,19.4,19.4,19.25
