Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/05/2024,18.05,,0.05(0.28 %),"8,406,700",151.96,"3,707,000",66.96,18.1,18.2,18
27/05/2024,18,,0(0.00 %),"7,401,000",133.46,"2,830,000",51.02,18.15,18.15,17.95
24/05/2024,18,,-0.5(-2.70 %),"19,560,300",355.89,"2,450,000",46.04,18.4,18.5,18
23/05/2024,18.5,,0.2(1.09 %),"9,367,000",171.52,"13,802,950",255.39,18.3,18.5,18.15
22/05/2024,18.3,,-0.5(-2.66 %),"22,572,900",416.93,"24,731,557",463.67,18.8,18.8,18.25
21/05/2024,19.8,18.8,0(0.00 %),"24,050,900",474.41,"600,000",12.6,19.8,19.85,19.6
20/05/2024,19.8,18.8,0.4(2.06 %),"25,252,400",497.42,"34,220,357",666.17,19.55,19.85,19.5
17/05/2024,19.4,18.42,0(0.00 %),"12,369,500",239.2,"7,366,000",142.96,19.4,19.45,19.25
16/05/2024,19.4,18.42,0.35(1.84 %),"20,748,200",401.03,"2,445,000",46.6,19.2,19.45,19.1
15/05/2024,19.05,18.09,-0.05(-0.26 %),"10,503,000",200.92,"3,838,000",73.18,19.25,19.25,19.05
14/05/2024,19.1,18.14,0.3(1.60 %),"20,931,300",399.81,"5,637,000",108.79,19,19.3,18.9
13/05/2024,18.8,17.85,0.3(1.62 %),"16,732,700",311.76,"4,609,700",85.29,18.55,18.9,18.45
10/05/2024,18.5,17.57,-0.25(-1.33 %),"10,354,900",192.26,0,0,18.7,18.75,18.4
09/05/2024,18.75,17.8,0.2(1.08 %),"9,750,600",182.04,"4,140,400",79.61,18.65,18.85,18.5
08/05/2024,18.55,17.61,-0.25(-1.33 %),"10,945,500",203.61,"53,000",1,18.65,18.8,18.5
07/05/2024,18.8,17.85,0.05(0.27 %),"7,408,000",138.27,0,0,18.75,18.85,18.55
06/05/2024,18.75,17.8,0.35(1.90 %),"11,299,500",209.62,0,0,18.5,18.75,18.4
03/05/2024,18.4,17.47,0.1(0.55 %),"10,568,400",194.6,0,0,18.4,18.5,18.35
02/05/2024,18.3,17.38,-0.25(-1.35 %),"6,332,900",116.42,"5,320,000",98.69,18.55,18.6,18.3
26/04/2024,18.55,17.61,-0.05(-0.27 %),"8,253,200",152.06,"1,100,000",20.46,18.4,18.6,18.3
