Ngày,Giá (nghìn VNĐ) - Đóng cửa,Giá (nghìn VNĐ) - Điều chỉnh,Thay đổi,GD khớp lệnh - Khối lượng,GD khớp lệnh - Giá trị (tỷ VNĐ),GD thỏa thuận - Khối lượng,GD thỏa thuận - Giá trị (tỷ VNĐ),Giá (nghìn VNĐ) - Mở cửa,Giá (nghìn VNĐ) - Cao nhất,Giá (nghìn VNĐ) - Thấp nhất
28/03/2022,36.25,21.87,-0.55(-1.49 %),"12,230,200",444.53,"455,000",16.79,36.65,36.65,36
25/03/2022,36.75,22.18,0.35(0.96 %),"9,600,800",350.32,"2,010,068",74.72,36.35,36.9,36.3
24/03/2022,36.35,21.93,-0.35(-0.95 %),"12,673,000",463.13,"1,468,000",50.37,36.65,36.7,36.35
23/03/2022,36.65,22.11,-0.25(-0.68 %),"9,286,100",342.42,"4,784,500",165.3,37.05,37.05,36.65
22/03/2022,36.85,22.24,0.05(0.14 %),"10,463,600",387.73,"2,572,000",88.22,36.8,37.6,36.8
21/03/2022,36.8,22.21,0.5(1.38 %),"6,580,000",239.83,"292,100",11.02,36.5,36.9,36.1
18/03/2022,36.25,21.87,-0.25(-0.68 %),"9,468,400",344.62,"3,336,500",129.19,36.55,36.7,36.2
17/03/2022,36.45,21.99,-0.35(-0.95 %),"8,245,000",302.87,"4,182,000",162.92,36.95,37.1,36.45
16/03/2022,36.8,22.21,-0.1(-0.27 %),"8,577,500",317.45,"90,000",3.51,37,37.25,36.8
15/03/2022,36.9,22.27,0.9(2.50 %),"11,626,100",423.61,"1,850,000",68.16,36,36.95,36
14/03/2022,36,21.72,-0.4(-1.10 %),"14,189,800",511.22,0,0,36.1,36.3,35.6
11/03/2022,36.4,21.96,-0.4(-1.09 %),"10,846,400",397.25,"90,000",3.15,36.65,37.05,36.2
10/03/2022,36.75,22.18,-0.15(-0.41 %),"10,978,100",407.49,"832,097",31.76,37.5,37.55,36.75
09/03/2022,36.85,22.24,-0.15(-0.41 %),"13,754,700",505.97,0,0,37.15,37.25,36.5
08/03/2022,37,22.33,-0.7(-1.86 %),"16,269,800",606.47,"179,098",6.73,37.5,37.7,36.75
07/03/2022,37.7,22.75,-0.4(-1.05 %),"19,257,100",730.78,0,0,38,38.3,37.35
04/03/2022,38.1,22.99,0.6(1.60 %),"47,246,400","1,804.39","17,565,000",677.48,37.5,38.95,37.45
03/03/2022,37.45,22.6,0.95(2.60 %),"20,145,000",744.43,"90,000",3.42,36.8,37.45,36.5
02/03/2022,36.5,22.02,-1.3(-3.44 %),"29,095,300","1,073.75","209,098",8.02,37.4,37.4,36.5
01/03/2022,37.75,22.78,-0.25(-0.66 %),"16,869,400",637.49,0,0,37.9,38.2,37.45
