Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
02/06/2023,78 ( 0.39 %),155,"140,700",907.74,169,"121,900",721,"18,800"
01/06/2023,77.7 ( -0.38 %),104,"77,600",746.15,155,"131,300",847,"-53,700"
31/05/2023,78 ( 0 %),104,"76,700",737.5,162,"162,300","1,002","-85,600"
30/05/2023,78 ( 0.26 %),162,"77,200",476.54,144,"81,500",566,"-4,300"
29/05/2023,77.8 ( 0.52 %),181,"192,900","1,065.75",154,"143,600",932,"49,300"
26/05/2023,77.4 ( 0 %),112,"56,300",502.68,103,"81,500",791,"-25,200"
25/05/2023,77.4 ( 0.52 %),238,"75,600",317.65,155,"143,300",925,"-67,700"
24/05/2023,77 ( 0.39 %),198,"80,600",407.07,172,"103,700",603,"-23,100"
23/05/2023,76.7 ( -1.41 %),208,"92,000",442.31,270,"114,100",423,"-22,100"
22/05/2023,77.8 ( -0.13 %),229,"117,500",513.1,294,"132,900",452,"-15,400"
19/05/2023,77.9 ( -0.76 %),184,"74,600",405.43,208,"120,200",578,"-45,600"
18/05/2023,78.5 ( 1.29 %),333,"79,000",237.24,213,"95,400",448,"-16,400"
17/05/2023,77.5 ( 0.13 %),351,"96,500",274.93,187,"98,600",527,"-2,100"
16/05/2023,77.4 ( 0 %),110,"56,600",514.55,138,"82,200",596,"-25,600"
15/05/2023,77.4 ( -0.13 %),167,"100,400",601.2,173,"104,100",602,"-3,700"
12/05/2023,77.5 ( 0 %),197,"125,200",635.53,176,"191,000","1,085","-65,800"
11/05/2023,77.5 ( -0.13 %),172,"82,800",481.4,209,"133,400",638,"-50,600"
10/05/2023,77.6 ( -0.13 %),216,"136,600",632.41,177,"159,000",898,"-22,400"
09/05/2023,77.7 ( -0.51 %),253,"183,300",724.51,235,"198,800",846,"-15,500"
08/05/2023,78.1 ( 0.26 %),231,"135,200",585.28,170,"143,400",844,"-8,200"
