Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
17/09/2024,71.4 ( 1.56 %),660,"586,700",888.94,491,"591,800","1,205","-5,100"
16/09/2024,70.3 ( -0.85 %),909,"716,600",788.34,803,"1,129,300","1,406","-412,700"
13/09/2024,70.9 ( -0.7 %),760,"525,900",691.97,457,"792,100","1,733","-266,200"
12/09/2024,71.4 ( 0 %),785,"708,200",902.17,644,"1,136,200","1,764","-428,000"
11/09/2024,71.4 ( -0.14 %),511,"681,400","1,333.46",646,"1,142,800","1,769","-461,400"
10/09/2024,71.5 ( 0.42 %),670,"758,700","1,132.39",967,"1,709,700","1,768","-951,000"
09/09/2024,71.2 ( -1.11 %),595,"783,600","1,316.97",688,"1,395,800","2,029","-612,200"
06/09/2024,72 ( 0.14 %),877,"758,200",864.54,752,"1,307,800","1,739","-549,600"
05/09/2024,71.9 ( -0.14 %),670,"894,500","1,335.07",790,"1,481,300","1,875","-586,800"
04/09/2024,72 ( 0 %),788,"785,800",997.21,821,"1,084,200","1,321","-298,400"
30/08/2024,72 ( 0.7 %),794,"758,200",954.91,796,"1,403,200","1,763","-645,000"
29/08/2024,71.5 ( 2.88 %),"1,050","1,548,400","1,474.67","1,156","1,822,000","1,576","-273,600"
28/08/2024,69.5 ( -1 %),"1,232","1,301,100","1,056.09",843,"1,345,400","1,596","-44,300"
27/08/2024,70.2 ( -0.99 %),"1,555","2,221,600","1,428.68","1,140","2,166,000","1,900","55,600"
26/08/2024,70.9 ( -2.07 %),"1,332","1,423,000","1,068.32","1,444","1,982,600","1,373","-559,600"
23/08/2024,72.4 ( 0.56 %),"1,338","1,547,000","1,156.2","1,954","2,602,400","1,332","-1,055,400"
22/08/2024,72 ( 0 %),835,"883,900","1,058.56",912,"1,620,600","1,777","-736,700"
21/08/2024,72 ( -0.69 %),"1,557","1,468,000",942.84,"1,300","2,360,500","1,816","-892,500"
20/08/2024,72.5 ( 0 %),"1,208","1,293,000","1,070.36","1,470","2,575,300","1,752","-1,282,300"
19/08/2024,72.5 ( 0.28 %),"1,145","1,275,800","1,114.24","1,894","2,635,700","1,392","-1,359,900"
