Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
06/12/2022,18.6 ( -7 %),"25,744","83,695,500","3,251.07","21,278","115,617,600","5,434","-31,922,100"
05/12/2022,20 ( 2.56 %),"15,912","72,182,400","4,536.35","19,634","79,579,600","4,053","-7,397,200"
02/12/2022,19.45 ( 6.87 %),"17,944","82,610,200","4,603.78","20,256","65,626,300","3,240","16,983,900"
01/12/2022,18.2 ( -1.09 %),"26,224","100,609,700","3,836.55","28,113","109,214,300","3,885","-8,604,600"
30/11/2022,18.4 ( 5.75 %),"15,509","90,753,500","5,851.67","22,272","94,285,100","4,233","-3,531,600"
29/11/2022,17.4 ( 6.1 %),"19,476","103,622,300","5,320.51","23,826","95,856,800","4,023","7,765,500"
28/11/2022,16.35 ( 6.86 %),"17,952","98,246,300","5,472.72","19,361","78,458,600","4,052","19,787,700"
25/11/2022,15.3 ( 6.25 %),"9,979","45,944,600","4,604.13","12,513","44,171,600","3,530","1,773,000"
24/11/2022,14.35 ( 3.99 %),"17,891","71,249,200","3,982.4","9,507","50,207,400","5,281","21,041,800"
23/11/2022,13.8 ( -6.76 %),"14,907","45,329,400","3,040.81","8,092","53,694,000","6,635","-8,364,600"
22/11/2022,14.8 ( -1.33 %),"22,519","71,608,600","3,179.92","12,233","68,572,700","5,606","3,035,900"
21/11/2022,14.95 ( -0.99 %),"18,711","65,490,400","3,500.1","8,928","55,559,200","6,223","9,931,200"
18/11/2022,15.1 ( 5.59 %),"28,820","163,104,000","5,659.4","27,580","142,345,200","5,161","20,758,800"
17/11/2022,14.25 ( 6.34 %),"12,400","96,618,500","7,791.81","5,985","24,696,000","4,126","71,922,500"
16/11/2022,13.35 ( 6.8 %),"16,474","93,516,200","5,676.59","10,149","44,122,200","4,347","49,394,000"
15/11/2022,12.5 ( 2.46 %),"14,008","74,098,400","5,289.72","14,123","59,718,200","4,228","14,380,200"
14/11/2022,12.2 ( -0.81 %),"14,716","93,712,800","6,368.09","9,143","77,111,800","8,434","16,601,000"
11/11/2022,12.3 ( 1.65 %),"15,366","107,680,500","7,007.71","14,405","82,576,800","5,733","25,103,700"
10/11/2022,12.1 ( -6.92 %),"21,277","92,637,500","4,353.88","10,520","113,961,000","10,833","-21,323,500"
09/11/2022,13 ( -1.52 %),"14,568","54,712,400","3,755.66","7,775","49,599,600","6,379","5,112,800"
