Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
11/10/2022,17.5 ( -4.89 %),"13,106","42,936,600","3,276.1","5,810","40,444,700","6,961","2,491,900"
10/10/2022,18.35 ( 4.26 %),"14,497","48,061,700","3,315.29","9,112","33,496,900","3,676","14,564,800"
07/10/2022,17.6 ( -2.22 %),"19,117","65,706,600","3,437.08","7,858","49,433,500","6,291","16,273,100"
06/10/2022,18 ( -6.25 %),"18,379","52,463,000","2,854.51","7,239","57,902,800","7,999","-5,439,800"
05/10/2022,19.2 ( 1.59 %),"12,909","37,477,400","2,903.2","6,150","35,547,300","5,780","1,930,100"
04/10/2022,18.85 ( -4.8 %),"15,113","45,294,500","2,997.06","7,510","48,029,000","6,395","-2,734,500"
03/10/2022,19.75 ( -6.84 %),"17,251","41,534,100","2,407.63","8,049","49,132,300","6,104","-7,598,200"
30/09/2022,21.2 ( -2.3 %),"12,046","35,983,300","2,987.16","6,136","34,796,700","5,671","1,186,600"
29/09/2022,21.65 ( -0.69 %),"5,455","15,834,300","2,902.71","4,837","20,817,500","4,304","-4,983,200"
28/09/2022,21.8 ( -2.68 %),"8,746","23,004,000","2,630.23","3,821","23,657,800","6,192","-653,800"
27/09/2022,22.4 ( 0 %),"5,541","16,373,100","2,954.9","4,339","16,218,400","3,738","154,700"
26/09/2022,22.4 ( -1.32 %),"12,398","37,959,800","3,061.77","6,778","38,396,200","5,665","-436,400"
23/09/2022,22.7 ( -1.3 %),"5,729","23,174,100","4,045.05","5,675","27,335,300","4,817","-4,161,200"
22/09/2022,23 ( 0.44 %),"6,490","23,551,000","3,628.81","5,047","19,268,400","3,818","4,282,600"
21/09/2022,22.9 ( -0.43 %),"5,828","20,784,900","3,566.39","3,603","16,541,400","4,591","4,243,500"
20/09/2022,23 ( 1.32 %),"6,514","23,508,100","3,608.86","5,400","20,938,500","3,878","2,569,600"
19/09/2022,22.65 ( -1.52 %),"11,883","36,174,700","3,044.24","8,081","46,054,400","5,699","-9,879,700"
16/09/2022,23 ( -2.54 %),"9,325","39,596,700","4,246.29","5,703","43,239,700","7,582","-3,643,000"
15/09/2022,23.6 ( -0.42 %),"6,557","23,674,800","3,610.61","7,341","31,849,800","4,339","-8,175,000"
14/09/2022,23.7 ( 0 %),"10,740","51,378,900","4,783.88","7,691","42,779,500","5,562","8,599,400"
