Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
03/07/2023,20.2 ( 0 %),"3,423","24,211,000","7,073.04","2,700","17,149,900","6,352","7,061,100"
30/06/2023,20.2 ( -0.49 %),"3,775","19,145,200","5,071.58","3,110","14,513,900","4,667","4,631,300"
29/06/2023,20.3 ( -1.93 %),"5,059","23,493,200","4,643.84","4,159","24,722,900","5,944","-1,229,700"
28/06/2023,20.7 ( 2.99 %),"6,056","47,840,300","7,899.65","8,373","35,332,400","4,220","12,507,900"
27/06/2023,20.1 ( -0.5 %),"4,702","18,808,000","4,000","3,540","20,221,000","5,712","-1,413,000"
26/06/2023,20.2 ( 0 %),"4,819","21,889,200","4,542.27","5,213","21,648,000","4,153","241,200"
23/06/2023,20.2 ( 1.51 %),0,0,0,0,0,0,0
22/06/2023,19.9 ( 0.25 %),"4,551","37,056,800","8,142.56","6,900","30,638,500","4,440","6,418,300"
21/06/2023,19.85 ( 0.76 %),"3,639","13,258,300","3,643.39","3,345","11,922,300","3,564","1,336,000"
20/06/2023,19.65 ( 0.26 %),"3,750","15,009,500","4,002.53","2,943","11,800,500","4,010","3,209,000"
19/06/2023,19.55 ( -0.76 %),"3,340","13,035,400","3,902.81","3,321","14,463,900","4,355","-1,428,500"
16/06/2023,19.7 ( 0 %),"4,187","19,565,100","4,672.82","6,127","26,210,900","4,278","-6,645,800"
15/06/2023,19.7 ( -0.25 %),"3,567","15,594,000","4,371.74","3,267","18,741,200","5,737","-3,147,200"
14/06/2023,19.75 ( -2.71 %),"6,301","18,476,500","2,932.31","4,515","23,604,300","5,228","-5,127,800"
13/06/2023,20.3 ( -0.25 %),"4,804","18,238,200","3,796.46","4,338","22,753,400","5,245","-4,515,200"
12/06/2023,20.35 ( 0.49 %),"4,588","20,085,000","4,377.72","4,221","18,578,200","4,401","1,506,800"
09/06/2023,20.25 ( 1.25 %),"4,627","23,415,700","5,060.67","4,823","19,732,000","4,091","3,683,700"
08/06/2023,20 ( -1.72 %),"5,805","22,260,800","3,834.76","6,513","27,340,300","4,198","-5,079,500"
07/06/2023,20.35 ( -0.49 %),"6,629","26,473,100","3,993.53","6,624","24,982,800","3,772","1,490,300"
06/06/2023,20.45 ( 3.28 %),"7,177","49,510,400","6,898.48","8,713","34,286,100","3,935","15,224,300"
