Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
25/10/2023,17.8 ( -0.56 %),"2,552","8,829,300","3,459.76","1,997","9,871,200","4,943","-1,041,900"
24/10/2023,17.9 ( 0.56 %),"2,208","9,162,500","4,149.68","2,038","8,666,000","4,252","496,500"
23/10/2023,17.8 ( -0.84 %),"3,299","9,017,600","2,733.43","1,761","7,254,600","4,120","1,763,000"
20/10/2023,17.95 ( 1.7 %),"3,537","11,602,000","3,280.18","2,395","8,738,100","3,648","2,863,900"
19/10/2023,17.65 ( -0.56 %),"4,286","11,234,700","2,621.26","2,361","10,504,100","4,449","730,600"
18/10/2023,17.75 ( -1.93 %),"6,302","16,432,900","2,607.57","2,677","17,376,400","6,491","-943,500"
17/10/2023,18.1 ( -0.55 %),"2,888","9,321,500","3,227.67","2,093","9,506,900","4,542","-185,400"
16/10/2023,18.2 ( -1.36 %),"3,055","9,966,200","3,262.26","2,125","10,678,800","5,025","-712,600"
13/10/2023,18.45 ( 0.54 %),"3,364","14,613,700","4,344.14","2,681","11,267,100","4,203","3,346,600"
12/10/2023,18.35 ( -0.81 %),"2,935","12,236,800","4,169.27","2,998","12,563,600","4,191","-326,800"
11/10/2023,18.5 ( 0.27 %),"2,177","10,650,100","4,892.1","2,773","11,023,800","3,975","-373,700"
10/10/2023,18.45 ( 0.82 %),"2,467","13,848,100","5,613.34","3,534","14,270,100","4,038","-422,000"
09/10/2023,18.3 ( 0.83 %),"4,219","16,218,200","3,844.09","2,121","16,245,500","7,659","-27,300"
06/10/2023,18.15 ( 0.55 %),"3,491","11,236,100","3,218.59","2,185","10,145,300","4,643","1,090,800"
05/10/2023,18.05 ( -0.55 %),"3,432","11,626,400","3,387.65","2,189","13,267,400","6,061","-1,641,000"
04/10/2023,18.15 ( 0.55 %),"4,159","15,281,900","3,674.42","2,322","13,466,700","5,800","1,815,200"
03/10/2023,18.05 ( -2.96 %),"5,806","17,588,000","3,029.28","3,008","17,337,300","5,764","250,700"
02/10/2023,18.6 ( 0.54 %),"2,621","10,747,800","4,100.65","2,904","9,925,900","3,418","821,900"
29/09/2023,18.5 ( 0 %),"2,575","10,967,500","4,259.22","2,897","10,724,700","3,702","242,800"
28/09/2023,18.5 ( 0 %),"4,635","15,748,000","3,397.63","2,740","13,771,100","5,026","1,976,900"
