Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
23/05/2024,22.8 ( 0.44 %),"11,722","28,777,900","2,455.03","4,529","21,834,000","4,821","6,943,900"
22/05/2024,23.2 ( -1.69 %),"8,433","33,521,700","3,975.06","7,409","39,340,300","5,310","-5,818,600"
21/05/2024,23.6 ( 0.64 %),"7,737","37,848,000","4,891.82","6,264","27,250,400","4,350","10,597,600"
20/05/2024,23.45 ( 0.86 %),"7,747","41,596,100","5,369.32","8,499","35,129,300","4,133","6,466,800"
17/05/2024,23.25 ( -0.64 %),"11,049","31,229,700","2,826.47","7,162","30,674,900","4,283","554,800"
16/05/2024,23.4 ( 2.18 %),"11,746","76,129,600","6,481.32","12,749","61,234,000","4,803","14,895,600"
15/05/2024,22.9 ( 0.22 %),"7,440","38,307,300","5,148.83","7,172","33,789,400","4,711","4,517,900"
14/05/2024,22.85 ( 0.88 %),"8,517","41,054,500","4,820.3","8,347","34,299,300","4,109","6,755,200"
13/05/2024,22.65 ( 0.22 %),"8,555","41,247,000","4,821.39","7,305","31,190,200","4,270","10,056,800"
10/05/2024,22.6 ( -0.22 %),"7,052","28,577,900","4,052.45","6,011","25,004,900","4,160","3,573,000"
09/05/2024,22.65 ( 0.44 %),"10,089","49,017,600","4,858.52","5,489","29,790,900","5,427","19,226,700"
08/05/2024,22.55 ( -0.88 %),"17,287","44,046,000","2,547.93","4,753","33,561,400","7,061","10,484,600"
07/05/2024,22.75 ( -0.66 %),"8,429","23,078,100","2,737.94","5,899","21,299,500","3,611","1,778,600"
06/05/2024,22.9 ( 2.23 %),"7,960","34,342,700","4,314.41","8,010","28,393,900","3,545","5,948,800"
03/05/2024,22.4 ( 0 %),"7,182","21,632,600","3,012.06","5,879","26,244,900","4,464","-4,612,300"
02/05/2024,22.4 ( 0.67 %),"6,490","28,168,900","4,340.35","4,254","20,881,500","4,909","7,287,400"
26/04/2024,22.25 ( 0 %),"10,900","37,379,700","3,429.33","4,750","24,788,400","5,219","12,591,300"
25/04/2024,22.25 ( -1.33 %),"8,640","26,542,500","3,072.05","5,143","24,056,200","4,677","2,486,300"
24/04/2024,22.55 ( 2.5 %),"8,751","39,124,100","4,470.81","6,487","28,777,100","4,436","10,347,000"
23/04/2024,22 ( -2.65 %),"19,155","50,832,500","2,653.75","7,031","49,684,900","7,067","1,147,600"
