Ngày,Thay đổi,Mua - Số lệnh,Mua - Khối lượng,Mua - KLTB 1 lệnh,Bán - Số lệnh,Bán - Khối lượng,Bán - KLTB 1 lệnh,Khối lượng ròng
31/07/2023,29.65 ( -0.5 %),"7,287","28,415,300","3,899.45","7,852","27,860,300","3,548","555,000"
28/07/2023,29.75 ( 0.85 %),"5,914","22,460,600","3,797.87","8,218","28,127,600","3,423","-5,667,000"
27/07/2023,29.45 ( 1.55 %),"8,123","30,721,500","3,782.04","10,440","33,659,400","3,224","-2,937,900"
26/07/2023,29 ( 0.69 %),"7,646","24,955,400","3,263.85","6,214","25,638,200","4,126","-682,800"
25/07/2023,28.8 ( 0.35 %),"7,281","31,102,000","4,271.67","8,064","31,830,000","3,947","-728,000"
24/07/2023,28.7 ( -0.35 %),"6,355","26,047,600","4,098.76","9,150","30,067,000","3,286","-4,019,400"
21/07/2023,28.75 ( 2.68 %),"6,453","31,230,900","4,839.75","5,934","25,760,800","4,341","5,470,100"
20/07/2023,28 ( -1.75 %),"17,455","53,254,300","3,050.95","8,324","49,305,200","5,923","3,949,100"
19/07/2023,28.5 ( -0.35 %),"4,800","18,855,300","3,928.19","5,668","21,120,100","3,726","-2,264,800"
18/07/2023,28.55 ( -0.87 %),"5,913","26,041,800","4,404.16","5,460","22,097,900","4,047","3,943,900"
17/07/2023,28.8 ( 1.05 %),"5,072","27,769,000","5,474.96","8,005","26,057,700","3,255","1,711,300"
14/07/2023,28.5 ( 0.35 %),"7,214","31,101,200","4,311.23","6,068","28,226,700","4,652","2,874,500"
13/07/2023,28.4 ( 1.43 %),"5,096","29,444,700","5,778","6,438","26,981,400","4,191","2,463,300"
12/07/2023,27.95 ( -0.53 %),"8,739","39,942,700","4,570.63","8,621","42,273,800","4,904","-2,331,100"
11/07/2023,28.05 ( 2 %),"8,672","51,653,600","5,956.37","10,887","42,642,600","3,917","9,011,000"
10/07/2023,27.5 ( 3.77 %),"8,729","55,989,900","6,414.24","13,006","48,558,400","3,734","7,431,500"
07/07/2023,26.45 ( 0.57 %),"6,527","32,306,600","4,949.69","5,399","28,116,500","5,208","4,190,100"
06/07/2023,26.3 ( 0.38 %),"8,801","48,896,000","5,555.73","9,103","49,472,100","5,435","-576,100"
05/07/2023,26.2 ( -1.13 %),"6,305","27,028,900","4,286.9","6,718","33,859,700","5,040","-6,830,800"
04/07/2023,26.5 ( 3.11 %),"7,666","46,764,900","6,100.3","7,194","39,951,100","5,553","6,813,800"
