Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
06/12/2022,109.5(-3.27 %),"-25,399",-2.78,"175,701",19.24,"201,100",22.02,"880,612,525",2.99%
05/12/2022,113.2(1.80 %),"54,230",6.14,"218,330",24.71,"164,100",18.58,"880,587,126",2.99%
02/12/2022,111.2(4.41 %),"84,400",9.39,"248,900",27.68,"164,500",18.29,"880,641,356",2.99%
01/12/2022,106.5(-3.36 %),"-251,500",-26.78,"35,200",3.75,"286,700",30.53,"880,725,756",0%
30/11/2022,110.2(-1.61 %),"-36,450",-4.02,"92,700",10.22,"129,150",14.23,"880,511,036",3%
29/11/2022,112(-0.09 %),"59,270",6.64,"185,200",20.74,"125,930",14.1,"880,474,586",3%
28/11/2022,112.1(6.97 %),"238,820",26.77,"347,900",39,"109,080",12.23,"880,533,856",0%
25/11/2022,104.8(-0.95 %),"-169,495",-17.76,"32,405",3.4,"201,900",21.16,"880,772,676",2.98%
24/11/2022,105.8(-2.22 %),"-186,970",-19.78,"118,830",12.57,"305,800",32.35,"880,631,181",2.99%
23/11/2022,108.2(-0.92 %),"-111,600",-12.08,"57,300",6.2,"168,900",18.27,"880,579,111",2.99%
22/11/2022,109.2(-1.89 %),"-89,500",-9.77,"76,400",8.34,"165,900",18.12,"880,610,051",2.99%
21/11/2022,111.3(-2.62 %),"-11,160",-1.24,"10,200",1.14,"21,360",2.38,"880,401,351",3%
18/11/2022,114.3(-4.51 %),"-277,800",-31.75,"7,300",0.83,"285,100",32.59,"880,399,251",3%
17/11/2022,119.7(2.31 %),"309,400",37.04,"319,500",38.24,"10,100",1.21,"880,389,151",3%
16/11/2022,117(4.93 %),"23,801",2.78,"186,201",21.79,"162,400",19,"880,601,251",2.99%
15/11/2022,111.5(-2.02 %),"159,950",17.83,"257,350",28.69,"97,400",10.86,"880,609,852",2.99%
14/11/2022,113.8(-0.09 %),"194,100",22.09,"411,700",46.85,"217,600",24.76,"880,858,702",2.98%
11/11/2022,113.9(0.44 %),"5,000",0.57,"109,400",12.46,"104,400",11.89,"881,055,302",2.97%
10/11/2022,113.4(-2.58 %),"35,500",4.03,"149,600",16.96,"114,100",12.94,"881,022,152",2.97%
09/11/2022,116.4(1.75 %),"70,250",8.18,"108,100",12.58,"37,850",4.41,"880,985,022",2.97%
