Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
08/03/2023,105.9(1.34 %),"92,155",9.76,"105,055",11.13,"12,900",1.37,"880,171,738",3.01%
07/03/2023,104.5(0.77 %),"98,960",10.34,"121,830",12.73,"22,870",2.39,"880,255,893",3.01%
06/03/2023,103.7(-0.77 %),"-6,800",-0.71,"14,100",1.46,"20,900",2.17,"880,313,273",3.01%
03/03/2023,104.5(-0.48 %),"-60,893",-6.36,"3,557",0.37,"64,450",6.74,"880,277,873",3.01%
02/03/2023,105(-0.10 %),"4,900",0.51,"54,400",5.71,"49,500",5.2,"880,280,503",3.01%
01/03/2023,105.1(1.55 %),"12,473",1.31,"18,400",1.93,"5,927",0.62,"880,314,833",3.01%
28/02/2023,103.5(-0.48 %),"-16,570",-1.71,"3,500",0.36,"20,070",2.08,"880,178,772",3.01%
27/02/2023,104(-2.35 %),"-140,211",-14.58,"14,250",1.48,"154,461",16.06,"880,156,552",3.01%
24/02/2023,106.5(0.66 %),"11,680",1.24,"46,400",4.94,"34,720",3.7,"880,173,302",3.01%
23/02/2023,105.8(-1.12 %),"-10,918",-1.16,"9,002",0.95,"19,920",2.11,"880,184,982",3.01%
22/02/2023,107(-1.20 %),"-6,500",-0.7,"21,300",2.28,"27,800",2.97,"880,165,864",3.01%
21/02/2023,108.3(-0.64 %),"10,980",1.19,"39,100",4.23,"28,120",3.05,"880,175,755",3.01%
20/02/2023,109(1.68 %),"14,091",1.54,"30,500",3.32,"16,409",1.79,"880,192,125",3.01%
17/02/2023,107.2(-0.65 %),"21,270",2.28,"44,000",4.72,"22,730",2.44,"880,215,725",3.01%
16/02/2023,107.9(0.75 %),"129,500",13.97,"136,400",14.72,"6,900",0.74,"880,252,625",3.01%
15/02/2023,107.1(1.42 %),"21,902",2.35,"29,002",3.11,"7,100",0.76,"880,364,715",3%
14/02/2023,105.6(-0.28 %),"37,718",3.98,"62,028",6.55,"24,310",2.57,"880,357,739",3%
13/02/2023,105.9(-0.19 %),"44,622",4.73,"69,600",7.37,"24,978",2.65,"880,404,367",3%
10/02/2023,106.1(-1.85 %),"66,900",7.1,"82,300",8.73,"15,400",1.63,"880,461,065",3%
09/02/2023,108.1(0.75 %),"37,898",4.1,"50,800",5.49,"12,902",1.39,"880,542,755",2.99%
