Ngày,Thay đổi,Giao dịch ròng - Khối lượng,Giao dịch ròng - Giá trị (tỷ VNĐ),Mua - Khối lượng,Mua - Giá trị (tỷ VNĐ),Bán - Khối lượng,Bán - Giá trị (tỷ VNĐ),Room còn lại,Đang sở hữu
20/12/2021,96.7(-2.32 %),"-47,700",-4.59,"113,100",11,"160,800",15.58,"884,236,442",0%
17/12/2021,99(0.41 %),"95,600",9.46,"130,800",12.93,"35,200",3.48,"884,188,742",0%
16/12/2021,98.6(0.92 %),"-160,600",-17.44,"155,900",15.39,"316,500",32.82,"884,584,342",0%
15/12/2021,97.7(-0.51 %),"18,800",1.83,"52,100",5.05,"33,300",3.22,"884,423,742",0%
14/12/2021,98.2(0.20 %),"199,900",19.44,"209,600",20.39,"9,700",0.94,"884,442,542",0%
13/12/2021,98(1.45 %),"273,900",26.98,"290,800",28.63,"16,900",1.66,"884,642,442",2.81%
10/12/2021,96.6(-2.13 %),"11,000",1.06,"50,300",4.9,"39,300",3.83,"884,916,342",2.79%
09/12/2021,98.7(0.51 %),"-21,900",-2.17,"10,900",1.08,"32,800",3.25,"884,927,342",0%
08/12/2021,98.2(1.76 %),"160,300",15.8,"174,200",17.17,"13,900",1.37,"884,905,442",2.79%
07/12/2021,96.5(4.89 %),"102,000",9.79,"225,600",21.49,"123,600",11.7,"885,065,742",2.78%
06/12/2021,92(-4.76 %),"-36,900",-3.26,"183,200",17.42,"220,100",20.68,"885,167,742",2.78%
03/12/2021,96.6(-1.83 %),"-97,400",-9.5,"116,800",11.44,"214,200",20.94,"885,130,842",2.78%
02/12/2021,98.4(-0.10 %),"-246,900",-24.3,"35,900",3.54,"282,800",27.84,"885,033,442",2.79%
01/12/2021,98.5(0.20 %),"-763,300",-75.01,"54,800",5.4,"818,100",80.41,"884,786,542",2.8%
30/11/2021,98.3(-1.11 %),"-439,700",-43.76,"48,700",4.85,"488,400",48.61,"886,276,322",2.72%
29/11/2021,99.4(-2.55 %),0,0,0,0,0,0,"885,836,622",2.74%
26/11/2021,102(-1.83 %),"26,000",2.67,"34,800",3.58,"8,800",0.91,"885,836,622",0%
25/11/2021,103.9(0.87 %),"44,300",4.61,"78,400",8.16,"34,100",3.55,"885,862,622",2.74%
24/11/2021,103(-1.53 %),"-272,500",-28.5,"60,500",6.34,"333,000",34.84,"885,906,922",2.74%
23/11/2021,104.6(2.45 %),"69,300",7.21,"109,200",11.36,"39,900",4.15,"885,634,422",2.75%
